time [d],date,hour,Snow Refreeze[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Canopy Evaporation[mm],Canopy Snow Evaporation[mm],Snow Melt & Refreeze[mm],Overflow[mm],Infiltration[mm],Infiltration[mm],Flush[mm],Soil Evaporation[mm],Capillary Rise[mm],Soil Evaporation[mm],Percolation[mm],Baseflow[mm],Baseflow[mm]
,,from:,SNOW_LIQ,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,CANOPY,CANOPY_SNOW,SNOW,SNOW_LIQ,PONDED_WATER,PONDED_WATER,SURFACE_WATER,SOIL[0],SOIL[1],SOIL[0],SOIL[1],SOIL[1],SOIL[2]
,,to:,SNOW,SURFACE_WATER,ATMOSPHERE,ATMOS_PRECIP,PONDED_WATER,SOIL[0],SOIL[1],SOIL[2],SNOW_LIQ,SNOW,CANOPY,CANOPY_SNOW,ATMOSPHERE,ATMOSPHERE,PONDED_WATER,PONDED_WATER,SOIL[0],SURFACE_WATER,SOIL[1],ATMOSPHERE,SOIL[0],ATMOSPHERE,SOIL[2],SURFACE_WATER,SURFACE_WATER
333,2003-08-30,00:00:00.00,2.57378,0,0,0,441.206,0,0,0,5.34912,125.935,3.33548,0.0685134,3.33548,0.0685134,128.509,2.77533,383.564,188.926,188.926,256.836,43.6297,180.353,75.4481,79.8483,84.5381
334,2003-08-31,00:00:00.00,2.57378,0,0,0,441.206,0,0,0,5.34912,125.935,3.33548,0.0685134,3.33548,0.0685134,128.509,2.77533,383.564,188.926,188.926,256.839,43.6297,180.354,75.4481,79.8483,84.5782
335,2003-09-01,00:00:00.00,2.57378,0,0,0,441.206,0,0,0,5.34912,125.935,3.33548,0.0685134,3.33548,0.0685134,128.509,2.77533,383.564,188.926,188.926,256.839,43.6297,180.354,75.4481,79.8483,84.6164
336,2003-09-02,00:00:00.00,2.57378,0,0,0,441.743,0,0,0,5.34912,125.935,3.33981,0.0685134,3.33981,0.0685134,128.509,2.77533,384.097,188.93,188.93,257.146,43.6334,180.486,75.4481,79.8483,84.653
337,2003-09-03,00:00:00.00,2.57378,0,0,0,441.806,0,0,0,5.34912,125.935,3.34041,0.0685134,3.34041,0.0685134,128.509,2.77533,384.158,188.933,188.933,257.276,43.6362,180.512,75.4481,79.8483,84.688
338,2003-09-04,00:00:00.00,2.57378,0,0,0,441.806,0,0,0,5.34912,125.935,3.34041,0.0685134,3.34041,0.0685134,128.509,2.77533,384.158,188.933,188.933,257.282,43.6362,180.512,75.4481,79.8483,84.7215
339,2003-09-05,00:00:00.00,2.57378,0,0,0,441.806,0,0,0,5.34912,125.935,3.34041,0.0685134,3.34041,0.0685134,128.509,2.77533,384.158,188.933,188.933,257.282,43.6362,180.512,75.4481,79.8483,84.7534
340,2003-09-06,00:00:00.00,2.57378,0,0,0,441.806,0,0,0,5.34912,125.935,3.34041,0.0685134,3.34041,0.0685134,128.509,2.77533,384.158,188.933,188.933,257.282,43.6362,180.512,75.4481,79.8483,84.784
341,2003-09-07,00:00:00.00,2.57378,0,0,0,441.806,0,0,0,5.34912,125.935,3.34041,0.0685134,3.34041,0.0685134,128.509,2.77533,384.158,188.933,188.933,257.282,43.6362,180.512,75.4481,79.8483,84.8132
342,2003-09-08,00:00:00.00,2.57378,0,0,0,441.806,0,0,0,5.34912,125.935,3.34041,0.0685134,3.34041,0.0685134,128.509,2.77533,384.158,188.933,188.933,257.282,43.6362,180.512,75.4481,79.8483,84.8412
343,2003-09-09,00:00:00.00,2.57378,0,0,0,441.806,0,0,0,5.34912,125.935,3.34041,0.0685134,3.34041,0.0685134,128.509,2.77533,384.158,188.933,188.933,257.282,43.6362,180.512,75.4481,79.8483,84.8679
344,2003-09-10,00:00:00.00,2.57378,0,0,0,441.806,0,0,0,5.34912,125.935,3.34041,0.0685134,3.34041,0.0685134,128.509,2.77533,384.158,188.933,188.933,257.282,43.6362,180.512,75.4481,79.8483,84.8934
345,2003-09-11,00:00:00.00,2.57378,0,0,0,441.806,0,0,0,5.34912,125.935,3.34041,0.0685134,3.34041,0.0685134,128.509,2.77533,384.158,188.933,188.933,257.282,43.6362,180.512,75.4481,79.8483,84.9178
346,2003-09-12,00:00:00.00,2.57378,0,0,0,441.806,0,0,0,5.34912,125.935,3.34041,0.0685134,3.34041,0.0685134,128.509,2.77533,384.158,188.933,188.933,257.282,43.6362,180.512,75.4481,79.8483,84.9411
347,2003-09-13,00:00:00.00,2.57378,0,0,0,441.806,0,0,0,5.34912,125.935,3.34041,0.0685134,3.34041,0.0685134,128.509,2.77533,384.158,188.933,188.933,257.282,43.6362,180.512,75.4481,79.8483,84.9634
348,2003-09-14,00:00:00.00,2.57378,0,0,0,441.806,0,0,0,5.34912,125.935,3.34041,0.0685134,3.34041,0.0685134,128.509,2.77533,384.158,188.933,188.933,257.282,43.6362,180.512,75.4481,79.8483,84.9848
349,2003-09-15,00:00:00.00,2.57378,0,0,0,445.64,0,0,0,5.34912,125.935,3.36982,0.0685134,3.36982,0.0685134,128.509,2.77533,387.984,188.94,188.94,258.601,43.6434,181.709,75.4481,79.8483,85.0052
350,2003-09-16,00:00:00.00,2.57378,0,0,0,455.001,0,0,0,5.34912,125.935,3.45057,0.0685134,3.45057,0.0685134,128.509,2.77533,396.215,190.07,190.07,261.052,44.1674,184.168,75.942,79.867,85.0464
351,2003-09-17,00:00:00.00,2.57378,0,0,0,455.064,0,0,0,5.34912,125.935,3.45117,0.0685134,3.45117,0.0685134,128.509,2.77533,396.26,190.089,190.089,263.822,44.2269,185.752,75.9594,79.8704,85.0866
352,2003-09-18,00:00:00.00,2.57378,0,0,0,455.064,0,0,0,5.34912,125.935,3.45117,0.0685134,3.45117,0.0685134,128.509,2.77533,396.26,190.089,190.089,264.604,44.2403,185.876,75.9768,79.8704,85.1257
353,2003-09-19,00:00:00.00,2.57378,0,0,0,456.924,0,0,0,5.34912,125.935,3.46688,0.0685134,3.46688,0.0685134,128.509,2.77533,398.082,190.126,190.126,265.777,44.2787,186.345,75.9768,79.8704,85.1632
354,2003-09-20,00:00:00.00,2.57378,0,0,0,479.739,0,0,0,5.34912,125.935,3.67005,0.0685134,3.67005,0.0685134,128.509,2.77533,419.612,191.411,191.411,267.496,44.805,188.068,76.3933,80.0855,85.2173
