time [d],date,hour,rainfall [mm/day],snowfall [mm/d SWE],Channel Storage [mm],Reservoir Storage [mm],Rivulet Storage [mm],Surface Water [mm],Cum. Losses to Atmosphere [mm],Ponded Water [mm],Soil Water[0] [mm],Soil Water[1] [mm],Soil Water[2] [mm],Snow Melt (Liquid) [mm],Snow [mm],Canopy [mm],Canopy Snow [mm], Total [mm], Cum. Inputs [mm], Cum. Outflow [mm], MB Error [mm]
416,2003-11-21,00:00:00.00,0,0,0.86661,0,1.18561,0,603.096,0,18.6013,2.86712,14.2732,0,0,0,0,640.89,817.164,207.825,-5.68434e-013
417,2003-11-22,00:00:00.00,0,0,0.516778,0,0.949821,0,604.736,0,17.555,0.793798,14.9995,0,0,0,0,639.551,817.164,209.164,-1.13687e-012
418,2003-11-23,00:00:00.00,0,0,0.47182,0,0.895476,0,606.092,0,16.397,0.0740775,14.8377,0,0,0,0,638.768,817.164,209.947,-5.68434e-013
419,2003-11-24,00:00:00.00,0,0,0.443712,0,0.875014,0,608.735,0,13.8169,0,14.1955,0,0,0,0,638.066,817.164,210.649,-5.68434e-013
420,2003-11-25,00:00:00.00,8.47721,0,0.604145,0,1.22791,0,611.087,0,15.4834,2.40405,14.9532,0,0,0,0,645.76,825.641,211.432,-6.82121e-013
421,2003-11-26,00:00:00.00,0,0.707236,0.659696,0,1.00596,0,611.538,0,15.6224,1.12892,14.8055,0,0.707236,0,0,645.468,826.349,212.432,-6.82121e-013
422,2003-11-27,00:00:00.00,0,0,0.493858,0,0.905041,0,612.95,0,15.0931,0.411322,14.6541,0,0,0,0,644.507,826.349,213.392,-9.09495e-013
423,2003-11-28,00:00:00.00,5.29158,2.0836,0.494111,0,0.999722,0,613.192,0,17.8116,1.58947,15.3917,0,1.61822,0,0,651.097,833.724,214.178,-6.82121e-013
424,2003-11-29,00:00:00.00,13.1881,0,1.20513,0,2.7003,0,614.073,0,22.386,6.26063,16.0968,0.00172467,0.0344934,0,0,662.758,846.912,215.704,-6.82121e-013
425,2003-11-30,00:00:00.00,0.0646195,0.378598,1.34185,0,1.49498,0,614.6,0,22.3356,3.70954,16.7709,0,0.414816,0,0,660.668,847.355,218.238,-6.82121e-013
426,2003-12-01,00:00:00.00,0.941936,0,0.728145,0,1.26269,0,615.848,0,21.801,2.4281,17.4153,0,0,0,0,659.483,848.297,220.364,-7.95808e-013
427,2003-12-02,00:00:00.00,0,2.78638,0.625583,0,1.05715,0,616.759,0,21.3719,1.02625,17.4108,0,2.78638,0,0,661.037,851.084,221.597,-6.82121e-013
428,2003-12-03,00:00:00.00,0,0,0.540987,0,0.971412,0,617.234,0,21.0113,0.379515,17.1383,0,2.78638,0,0,660.062,851.084,222.573,-6.82121e-013
429,2003-12-04,00:00:00.00,0,0,0.474596,0,0.943422,0,617.921,0,20.4351,0,16.6408,0,2.78638,0,0,659.201,851.084,223.433,-9.09495e-013
430,2003-12-05,00:00:00.00,0,0,0.478285,0,0.922796,0,618.787,0,19.5692,0,15.9086,0,2.78638,0,0,658.452,851.084,224.182,-6.82121e-013
431,2003-12-06,00:00:00.00,0,0,0.460112,0,0.903273,0,619.289,0,19.0669,0,15.2086,0,2.78638,0,0,657.714,851.084,224.92,-9.09495e-013
432,2003-12-07,00:00:00.00,0,0,0.449489,0,0.88461,0,619.825,0,18.5309,0,14.5394,0,2.78638,0,0,657.016,851.084,225.618,-5.68434e-013
433,2003-12-08,00:00:00.00,0,0,0.439154,0,0.866768,0,620.382,0,17.9739,0,13.8996,0,2.78638,0,0,656.348,851.084,226.286,-7.95808e-013
434,2003-12-09,00:00:00.00,0,0,0.427446,0,0.849711,0,621.071,0,17.2849,0,13.288,0,2.78638,0,0,655.708,851.084,226.927,-9.09495e-013
435,2003-12-10,00:00:00.00,0,0,0.418724,0,0.834617,0,621.587,0,16.8004,0,12.7526,0,2.70333,0,0,655.097,851.084,227.537,-9.09495e-013
436,2003-12-11,00:00:00.00,3.23076,0,0.688767,0,1.38948,0,622.387,0,16.955,2.31489,12.685,0.0544883,1.08977,0,0,657.564,854.314,228.301,-6.82121e-013
437,2003-12-12,00:00:00.00,0.0900279,0.415986,0.797858,0,1.04353,0,623.243,0,16.2019,1.47461,12.6205,0.0254084,1.56024,0,0,656.967,854.82,229.404,-6.82121e-013
438,2003-12-13,00:00:00.00,0,4.29712,0.522195,0,0.884269,0,623.661,0,15.8737,0.795396,12.5587,0,5.88277,0,0,660.178,859.117,230.49,-7.95808e-013
439,2003-12-14,00:00:00.00,0,0.188387,0.430404,0,0.833036,0,624.191,0,15.4315,0.210633,12.4768,0,6.07116,0,0,659.644,859.306,231.212,-6.82121e-013
440,2003-12-15,00:00:00.00,0,1.00838,0.429264,0,0.815738,0,624.593,0,15.1001,0,12.0612,0,7.07954,0,0,660.079,860.314,231.786,-6.82121e-013
441,2003-12-16,00:00:00.00,0,0,0.409708,0,0.800991,0,625.005,0,14.6887,0,11.5304,0,7.07954,0,0,659.514,860.314,232.351,-6.82121e-013
442,2003-12-17,00:00:00.00,0.317771,0.584733,0.40553,0,0.789545,0,625.791,0,13.9392,0.0492575,11.0816,0.248068,7.58414,0,0,659.888,861.217,232.879,-6.82121e-013
443,2003-12-18,00:00:00.00,0,1.20041,0.396174,0,0.775771,0,626.297,0,13.4433,0,10.6318,0,9.03262,0,0,660.576,862.417,233.391,-5.68434e-013
444,2003-12-19,00:00:00.00,0,0.125591,0.386993,0,0.762699,0,626.62,0,13.12,0,10.1639,0,9.15822,0,0,660.212,862.543,233.882,-7.95808e-013
445,2003-12-20,00:00:00.00,0,0.980047,0.379169,0,0.750221,0,626.98,0,12.7604,0,9.71671,0,10.1383,0,0,660.724,863.523,234.349,-1.02318e-012
446,2003-12-21,00:00:00.00,0,0.231467,0.370721,0,0.738292,0,627.312,0,12.428,0,9.28915,0,10.3697,0,0,660.508,863.754,234.797,-5.68434e-013
447,2003-12-22,00:00:00.00,0,0,0.363417,0,0.726888,0,627.795,0,11.9451,0,8.88041,0,10.3697,0,0,660.08,863.754,235.224,-6.82121e-013
448,2003-12-23,00:00:00.00,1.11061,0,0.385207,0,0.775883,0,628.058,0,12.0028,0.844045,8.97712,0.462837,9.25675,0,0,660.763,864.865,235.652,-5.68434e-013
449,2003-12-24,00:00:00.00,4.41262,0,0.994374,0,2.00292,0,628.254,0,12.5656,2.70317,9.0757,0.414123,8.28246,0,0,664.293,869.277,236.535,-6.82121e-013
450,2003-12-25,00:00:00.00,0.0430797,0,1.23192,0,1.31275,0,628.477,0,12.4897,2.20792,9.16994,0.368386,7.36772,0,0,662.625,869.321,238.246,-6.82121e-013
451,2003-12-26,00:00:00.00,0,0.375453,0.661238,0,0.918374,0,628.605,0,12.4199,1.38527,9.26003,0,8.11156,0,0,661.361,869.696,239.885,-6.82121e-013
452,2003-12-27,00:00:00.00,0,0,0.443669,0,0.788224,0,628.812,0,12.2706,0.75512,9.33721,0,8.11156,0,0,660.519,869.696,240.728,-9.09495e-013
453,2003-12-28,00:00:00.00,0,0,0.429759,0,0.7799,0,629.064,0,12.1264,0.723001,9.40228,0,7.47409,0,0,659.999,869.696,241.247,-5.68434e-013
454,2003-12-29,00:00:00.00,1.0841,0,0.615722,0,1.18272,0,629.32,0,12.1532,2.13092,9.48215,0.264929,5.29858,0,0,660.448,870.78,241.882,-7.95808e-013
455,2003-12-30,00:00:00.00,6.79389,0,3.31887,0,6.34439,0,629.445,0,12.7741,0.780369,9.5585,0.114453,2.28906,0,0,664.625,877.574,244.499,-6.82121e-013
456,2003-12-31,00:00:00.00,0.168671,0.125591,3.32274,0,1.30216,0,629.561,0,12.696,0.38502,9.61095,0.114281,2.41121,0,0,659.403,877.868,250.016,-7.95808e-013
457,2004-01-01,00:00:00.00,0,0,0.187176,0,0.780154,0,629.715,0,12.6003,0.652494,9.62904,0.0801272,1.60254,0,0,655.246,877.868,254.172,-5.68434e-013
458,2004-01-02,00:00:00.00,0.425687,0.269877,-0.220737,0,0.782012,0,629.812,0,12.5602,0.387528,9.69893,0.0830869,1.93161,0,0,655.034,878.564,255.08,-5.68434e-013
459,2004-01-03,00:00:00.00,7.0775,0,0.102449,0,1.16117,0,631.396,9.51581e-017,16.7155,2.16434,9.78237,0.0146082,0.292164,0,0,661.628,885.641,255.564,-7.95808e-013
460,2004-01-04,00:00:00.00,0.257177,0,0.110476,0,0.936756,0,633.122,0,15.3278,1.4009,9.86214,0.00935297,0.187059,0,0,660.957,885.898,256.492,-5.68434e-013
461,2004-01-05,00:00:00.00,0,0.717764,-0.0502532,0,0.805196,0,633.826,0,14.697,0.730168,9.9384,0,0.914176,0,0,660.861,886.616,257.306,-7.95808e-013
462,2004-01-06,00:00:00.00,0,1.51804,-0.134537,0,0.763604,0,634.159,0,14.424,0.163136,9.98124,0,2.43222,0,0,661.789,888.134,257.896,-5.68434e-013
463,2004-01-07,00:00:00.00,0,1.7568,-0.140645,0,0.749283,0,634.521,0,14.1125,0.00520565,9.64491,0,4.18902,0,0,663.081,889.891,258.361,-9.09495e-013
464,2004-01-08,00:00:00.00,0,2.66078,-0.153613,0,0.737407,0,634.723,0,13.9144,0,9.22203,0,6.8498,0,0,665.293,892.552,258.81,-9.09495e-013
465,2004-01-09,00:00:00.00,0,1.17466,-0.162719,0,0.726042,0,634.802,0,13.8351,0,8.81624,0,8.02447,0,0,666.041,893.727,259.236,-7.95808e-013
466,2004-01-10,00:00:00.00,0,0,-0.170347,0,0.715177,0,634.802,0,13.8351,0,8.42831,0,8.02447,0,0,665.635,893.727,259.643,-7.95808e-013
467,2004-01-11,00:00:00.00,0,0.29791,-0.179979,0,0.70479,0,634.807,0,13.8303,0,8.05745,0,8.32238,0,0,665.542,894.024,260.033,-7.95808e-013
468,2004-01-12,00:00:00.00,0,3.78233,-0.186987,0,0.69486,0,634.926,0,13.7113,0,7.7029,0,12.1047,0,0,668.953,897.807,260.405,-5.68434e-013
469,2004-01-13,00:00:00.00,0,1.82772,-0.195336,0,0.685368,0,635.014,0,13.6228,0,7.36396,0,13.9324,0,0,670.423,899.634,260.762,-5.68434e-013
470,2004-01-14,00:00:00.00,0,0.125591,-0.202213,0,0.676292,0,635.083,0,13.5544,0,7.03993,0,14.058,0,0,670.209,899.76,261.102,-7.95808e-013
471,2004-01-15,00:00:00.00,0,1.45524,-0.209478,0,0.667617,0,635.084,0,13.5526,0,6.73016,0,15.5133,0,0,671.339,901.215,261.427,-7.95808e-013
472,2004-01-16,00:00:00.00,0,0,-0.216011,0,0.659323,0,635.084,0,13.5526,0,6.43402,0,15.5133,0,0,671.028,901.215,261.738,-7.95808e-013
473,2004-01-17,00:00:00.00,0,0,-0.222494,0,0.651393,0,635.084,0,13.5525,0,6.15091,0,15.5133,0,0,670.73,901.215,262.036,-9.09495e-013
474,2004-01-18,00:00:00.00,0,1.04467,-0.228559,0,0.643813,0,635.142,0,13.4949,0,5.88026,0,16.5579,0,0,671.49,902.26,262.32,-7.95808e-013
475,2004-01-19,00:00:00.00,0,1.98097,-0.23443,0,0.636567,0,635.222,0,13.4147,0,5.62152,0,18.5389,0,0,673.2,904.241,262.592,-9.09495e-013
476,2004-01-20,00:00:00.00,0,0.313979,-0.240003,0,0.629639,0,635.265,0,13.3724,0,5.37416,0,18.8529,0,0,673.254,904.555,262.852,-1.13687e-012
477,2004-01-21,00:00:00.00,0,0.125591,-0.245352,0,0.623016,0,635.291,0,13.3458,0,5.13768,0,18.9785,0,0,673.131,904.681,263.1,-1.02318e-012
478,2004-01-22,00:00:00.00,0,3.68375,-0.250454,0,0.616684,0,635.369,0,13.2679,0,4.91162,0,22.6622,0,0,676.577,908.364,263.338,-1.02318e-012
479,2004-01-23,00:00:00.00,0,2.23216,-0.255338,0,0.610631,0,635.435,0,13.2016,0,4.69549,0,24.8944,0,0,678.582,910.596,263.565,-7.95808e-013
480,2004-01-24,00:00:00.00,0,0.337342,-0.260004,0,0.604845,0,635.451,0,13.1861,0,4.48888,0,25.2317,0,0,678.702,910.934,263.782,-6.82121e-013
481,2004-01-25,00:00:00.00,0,0.188387,-0.264466,0,0.599313,0,635.452,0,13.185,0,4.29136,0,25.4201,0,0,678.683,911.122,263.989,-7.95808e-013
482,2004-01-26,00:00:00.00,0,0,-0.268731,0,0.594024,0,635.457,0,13.1796,0,4.10253,0,25.4201,0,0,678.485,911.122,264.188,-6.82121e-013
483,2004-01-27,00:00:00.00,0,1.72067,-0.272809,0,0.588968,0,635.511,0,13.126,0,3.92201,0,27.1408,0,0,680.016,912.843,264.377,-9.09495e-013
484,2004-01-28,00:00:00.00,0,2.08867,-0.276707,0,0.584135,0,635.592,0,13.0447,0,3.74944,0,29.2295,0,0,681.923,914.932,264.559,-5.68434e-013
485,2004-01-29,00:00:00.00,0,3.03061,-0.280434,0,0.579514,0,635.646,0,12.9909,0,3.58446,0,32.2601,0,0,684.781,917.962,264.732,-6.82121e-013
486,2004-01-30,00:00:00.00,0,0.886435,-0.283997,0,0.575097,0,635.679,0,12.9581,0,3.42673,0,33.1465,0,0,685.501,918.849,264.898,-6.82121e-013
487,2004-01-31,00:00:00.00,0,6.71767,-0.287402,0,0.570874,0,635.715,0,12.9219,0,3.27595,0,39.8642,0,0,692.061,925.566,265.056,-9.09495e-013
488,2004-02-01,00:00:00.00,0,2.37017,-0.290659,0,0.566837,0,635.771,0,12.8655,0,3.1318,0,42.2343,0,0,694.279,927.936,265.208,-9.09495e-013
489,2004-02-02,00:00:00.00,0,0,-0.293771,0,0.562977,0,635.837,0,12.8,0,2.994,0,42.2343,0,0,694.135,927.936,265.352,-1.02318e-012
490,2004-02-03,00:00:00.00,0,1.38515,-0.296747,0,0.559287,0,635.938,0,12.6995,0,2.86225,0,43.6195,0,0,695.381,929.322,265.491,-9.09495e-013
491,2004-02-04,00:00:00.00,0.0401745,0.882046,-0.299302,0,0.556454,0,636.041,0,12.614,0,2.7645,0.0401745,44.4541,0,0,696.171,930.244,265.624,-7.95808e-013
492,2004-02-05,00:00:00.00,0,0.105875,-0.301783,0,0.553096,0,636.117,0,12.5376,0,2.64286,0,44.6002,0,0,696.149,930.35,265.751,-7.95808e-013
493,2004-02-06,00:00:00.00,0,0.462934,-0.304452,0,0.549841,0,636.197,0,12.4577,0,2.52657,0,45.0631,0,0,696.49,930.813,265.873,-7.95808e-013
494,2004-02-07,00:00:00.00,0,0.92222,-0.306952,0,0.54673,0,636.312,0,12.3426,0,2.41539,0,45.9853,0,0,697.295,931.735,265.99,-7.95808e-013
495,2004-02-08,00:00:00.00,0,0,-0.309344,0,0.543755,0,636.378,0,12.2772,0,2.30911,0,45.9853,0,0,697.184,931.735,266.102,-6.82121e-013
496,2004-02-09,00:00:00.00,0,0,-0.311639,0,0.540911,0,636.441,0,12.2137,0,2.2075,0,45.9853,0,0,697.077,931.735,266.208,-7.95808e-013
497,2004-02-10,00:00:00.00,0,0.357058,-0.313825,0,0.538192,0,636.552,0,12.103,0,2.11037,0,46.3424,0,0,697.332,932.092,266.31,-7.95808e-013
498,2004-02-11,00:00:00.00,0,0.929515,-0.315921,0,0.535593,0,636.621,0,12.0344,0,2.01751,0,47.2719,0,0,698.164,933.021,266.408,-7.95808e-013
499,2004-02-12,00:00:00.00,0,0.168671,-0.317921,0,0.533108,0,636.701,0,11.9535,0,1.92873,0,47.4406,0,0,698.239,933.19,266.501,-9.09495e-013
500,2004-02-13,00:00:00.00,0,0.0627957,-0.319835,0,0.530733,0,636.802,0,11.8532,0,1.84387,0,47.5034,0,0,698.213,933.253,266.59,-7.95808e-013
501,2004-02-14,00:00:00.00,0,0,-0.321663,0,0.528462,0,636.885,0,11.77,0,1.76273,0,47.5034,0,0,698.128,933.253,266.676,-9.09495e-013
502,2004-02-15,00:00:00.00,0,0.545446,-0.323412,0,0.526291,0,636.977,0,11.6777,0,1.68517,0,48.0488,0,0,698.592,933.798,266.757,-6.82121e-013
503,2004-02-16,00:00:00.00,0,0,-0.325083,0,0.524216,0,636.98,0,11.6754,0,1.61102,0,48.0488,0,0,698.514,933.798,266.835,-1.02318e-012
504,2004-02-17,00:00:00.00,0,0,-0.326681,0,0.522231,0,637.021,0,11.6336,0,1.54013,0,48.0488,0,0,698.439,933.798,266.909,-7.95808e-013
505,2004-02-18,00:00:00.00,0,0,-0.328209,0,0.520335,0,637.1,0,11.5553,0,1.47236,0,48.0488,0,0,698.368,933.798,266.981,-7.95808e-013
506,2004-02-19,00:00:00.00,0,0,-0.32967,0,0.518521,0,637.191,0,11.4641,0,1.40757,0,48.0488,0,0,698.3,933.798,267.049,-1.02318e-012
507,2004-02-20,00:00:00.00,0,0.142823,-0.331066,0,0.516788,0,637.31,0,11.3447,0,1.34564,0,48.1916,0,0,698.378,933.941,267.114,-1.02318e-012
508,2004-02-21,00:00:00.00,0.945409,1.87395,-0.304604,0,0.581656,0,637.424,3.37757e-018,11.8786,0.261075,1.34221,0.519687,49.4026,0,0,701.105,936.76,267.206,-9.09495e-013
509,2004-02-22,00:00:00.00,0,0.902504,-0.30104,0,0.538259,0,637.515,-6.24256e-035,11.7954,0.164382,1.33575,0.330326,50.4945,0,0,701.873,937.663,267.341,-6.82121e-013
510,2004-02-23,00:00:00.00,0,0.128588,-0.328348,0,0.521911,0,637.632,6.13295e-051,11.6875,0.0921605,1.32958,0.276476,50.6769,0,0,701.888,937.792,267.454,-5.68434e-013
511,2004-02-24,00:00:00.00,0,0.548442,-0.331461,0,0.516464,0,637.749,7.88353e-069,11.5781,0.028183,1.32368,0.136467,51.3653,0,0,702.366,938.34,267.525,-6.82121e-013
512,2004-02-25,00:00:00.00,0,0.128588,-0.333161,0,0.514716,0,637.858,-2.08155e-085,11.4772,0,1.28464,0.0179981,51.6124,0,0,702.432,938.469,267.587,-5.68434e-013
513,2004-02-26,00:00:00.00,0,0,-0.334872,0,0.513155,0,637.993,-2.17888e-102,11.3427,0,1.22811,0,51.6304,0,0,702.372,938.469,267.647,-7.95808e-013
514,2004-02-27,00:00:00.00,0,0,-0.335583,0,0.511658,0,638.124,0,11.2112,0,1.17407,0,51.6304,0,0,702.316,938.469,267.703,-7.95808e-013
515,2004-02-28,00:00:00.00,0,0,-0.33703,0,0.510226,0,638.277,0,11.0579,0,1.12241,0,51.6304,0,0,702.261,938.469,267.758,-6.82121e-013
516,2004-02-29,00:00:00.00,0,0,-0.337916,0,0.508858,0,638.426,0,10.9094,0,1.07302,0,51.6304,0,0,702.21,938.469,267.809,-7.95808e-013
517,2004-03-01,00:00:00.00,0,0,-0.270625,0,0.647371,0,639.64,7.99214e-018,11.0986,1.31072,1.49685,0,48.1939,0,0,702.116,938.469,267.903,-9.09495e-013
518,2004-03-02,00:00:00.00,1.31974,0,-0.101512,0,0.859883,0,640.461,2.87365e-018,10.9045,1.87305,1.89909,1.06256,46.1986,0,0,703.157,939.788,268.182,-1.02318e-012
519,2004-03-03,00:00:00.00,1.76591,0,0.535717,0,1.99325,0,641.384,-1.94951e-017,12.1854,2.705,2.30299,1.28541,41.6245,0,0,704.017,941.554,269.088,-6.82121e-013
520,2004-03-04,00:00:00.00,0.313979,0,0.762315,0,1.37557,0,641.782,2.11275e-034,12.0275,2.40497,2.67138,1.59939,39.9507,0,0,702.574,941.868,270.845,-7.95808e-013
521,2004-03-05,00:00:00.00,3.48882,0,0.871971,0,2.34455,0,642.324,3.58984e-018,12.7543,2.71892,3.04862,1.89691,37.9383,0,0,703.898,945.357,273.01,-9.09495e-013
522,2004-03-06,00:00:00.00,18.8807,0,4.53011,0,8.97553,0,645.24,3.78684e-016,22.6911,1.29181,4.29685,1.47653,29.5306,0,0,718.032,964.238,277.756,-1.02318e-012
523,2004-03-07,00:00:00.00,0,0,4.01864,0,1.42279,0,646.777,0,21.6037,0.132759,4.75932,1.00556,30.0015,0,0,709.722,964.238,286.067,-9.09495e-013
524,2004-03-08,00:00:00.00,2.05267,4.55427,-0.708244,0,0.635116,0,647.004,0,22.661,0.0933023,5.33928,0.690671,34.8394,0,0,710.554,970.845,291.841,-9.09495e-013
525,2004-03-09,00:00:00.00,0,1.28588,-1.58081,0,0.62387,0,647.279,0,22.4087,0.0251426,5.14613,0.198717,36.6172,0,0,710.718,972.131,292.963,-1.02318e-012
526,2004-03-10,00:00:00.00,0,1.28588,-1.50118,0,0.616474,0,647.641,0,22.0618,0,4.92944,0.0101437,38.0917,0,0,711.849,973.416,293.118,-9.09495e-013
527,2004-03-11,00:00:00.00,0,0,-1.53269,0,0.610382,0,648.095,0,21.6077,0,4.71253,0.00637296,38.0954,0,0,711.595,973.416,293.372,-1.02318e-012
528,2004-03-12,00:00:00.00,0.610947,2.20005,-1.52766,0,0.61201,0,648.476,-7.93486e-019,21.4049,0.102607,4.56104,0.45501,40.1073,0,0,714.191,976.227,293.587,-4.54747e-013
529,2004-03-13,00:00:00.00,0,1.3888,-1.52878,0,0.603153,0,648.645,0,21.2389,0.0432275,4.41295,8.84558e-005,41.951,0,0,715.365,977.616,293.802,-7.95808e-013
530,2004-03-14,00:00:00.00,0,0,-1.53697,0,0.59749,0,648.949,0,20.9367,0,4.25762,0,41.9511,0,0,715.155,977.616,294.012,-7.95808e-013
531,2004-03-15,00:00:00.00,0,2.43119,-1.53759,0,0.592283,0,649.283,0,20.6033,0,4.07027,0,44.3823,0,0,717.393,980.047,294.205,-7.95808e-013
532,2004-03-16,00:00:00.00,0,0,-1.54256,0,0.587304,0,649.496,0,20.3905,0,3.89117,0,44.3823,0,0,717.204,980.047,294.394,-4.54747e-013
533,2004-03-17,00:00:00.00,0,1.64363,-1.54462,0,0.582544,0,649.632,0,20.2546,0,3.71995,0,46.0259,0,0,718.67,981.691,294.572,-7.95808e-013
534,2004-03-18,00:00:00.00,0,0.702741,-1.5482,0,0.577993,0,649.814,0,20.0721,0,3.55627,0,46.7287,0,0,719.201,982.394,294.744,-1.02318e-012
535,2004-03-19,00:00:00.00,0,0,-1.55069,0,0.573643,0,650.039,0,19.8467,0,3.39979,0,46.7287,0,0,719.038,982.394,294.907,-9.09495e-013
536,2004-03-20,00:00:00.00,0,0.277031,-1.55359,0,0.569484,0,650.33,0,19.5565,0,3.25019,0,47.0057,0,0,719.158,982.671,295.064,-7.95808e-013
537,2004-03-21,00:00:00.00,7.78685,0,-1.31519,0,1.32015,0,650.747,-6.31505e-018,23.8372,4.76561,4.37657,1.89092,40.8001,0,0,726.423,990.458,295.586,-1.13687e-012
538,2004-03-22,00:00:00.00,0,0.0627957,-1.2375,0,0.889607,0,651.029,2.19933e-034,23.8958,2.74555,5.4534,0.0178598,42.736,0,0,725.53,990.521,296.541,-6.82121e-013
539,2004-03-23,00:00:00.00,0,0.313979,-1.45324,0,0.704166,0,651.278,-1.56487e-050,23.9816,1.02995,6.48284,0,43.0678,0,0,725.091,990.835,297.294,-7.95808e-013
540,2004-03-24,00:00:00.00,0,1.72484,-1.49895,0,0.669947,0,651.598,0,23.9908,0.073951,6.79603,0,44.7926,0,0,726.422,992.559,297.688,-7.95808e-013
541,2004-03-25,00:00:00.00,2.79058,0,-1.35086,0,1.10729,0,653.696,-9.64222e-018,24.0968,3.57711,7.78285,0.742935,39.0301,0,0,728.682,995.35,298.218,-1.02318e-012
542,2004-03-26,00:00:00.00,2.94978,0,2.04955,0,7.83262,0,656.895,1.147e-017,22.6799,1.07703,8.81459,1.39051,27.8101,0,0,728.549,998.3,301.301,-1.13687e-012
543,2004-03-27,00:00:00.00,12.4152,0,6.43399,0,10.8449,0,659.367,-5.42854e-018,25.2213,4.35373,9.80911,0.706951,14.139,0,0,730.876,1010.71,311.39,-7.95808e-013
544,2004-03-28,00:00:00.00,0,0,5.28705,0,6.54795,0,661.621,0,23.5788,3.93909,10.7599,0.209586,4.19172,0,0,716.135,1010.71,326.131,-1.36424e-012
545,2004-03-29,00:00:00.00,0,0,0.995857,0,1.83862,0,665.081,0,20.6725,3.21824,11.589,0.102857,2.05715,0,0,705.555,1010.71,336.71,-7.95808e-013
546,2004-03-30,00:00:00.00,5.62439,0,-0.420187,0,2.68275,0,669.971,0,17.1572,3.11821,12.3739,0.0894443,1.78889,0,0,706.761,1016.34,341.128,-1.36424e-012
547,2004-03-31,00:00:00.00,23.5112,0,0.680177,0,4.73316,0,672.222,-3.09952e-017,25.8232,7.71895,13.2118,0.0801837,1.60367,0,0,726.073,1039.85,345.328,-1.02318e-012
548,2004-04-01,00:00:00.00,1.85469,0,0.0634509,0,2.22208,0,674.242,0,24.5562,5.66994,14.0128,0.0738661,1.47732,0,0,722.318,1041.71,350.938,-1.25056e-012
549,2004-04-02,00:00:00.00,2.4975,0,-1.06206,0,1.60174,0,676.42,0,23.3778,4.68646,14.7786,0.069397,1.38794,0,0,721.26,1044.2,354.493,-1.25056e-012
550,2004-04-03,00:00:00.00,0.514353,0,-1.16032,0,1.20397,0,678.531,0,21.8848,2.87673,15.5107,0.0610267,1.22053,0,0,720.128,1044.72,356.14,-1.47793e-012
551,2004-04-04,00:00:00.00,1.24519,0,-1.27278,0,1.07394,0,683.178,0,18.1095,1.74383,16.2052,0.0533006,1.06601,0,0,720.157,1045.96,357.355,-1.25056e-012
552,2004-04-05,00:00:00.00,0,0.642942,-1.31814,0,0.959615,0,683.802,0,18.0657,0.0901637,16.4976,0.00166711,1.76059,0,0,719.859,1046.61,358.296,-1.02318e-012
553,2004-04-06,00:00:00.00,0,0,-1.36279,0,0.922836,0,684.998,0,16.8788,0.0495114,15.7972,0,1.76225,0,0,719.045,1046.61,359.11,-1.13687e-012
554,2004-04-07,00:00:00.00,0.00406721,1.9013,-1.38404,0,0.900556,0,685.514,0,16.3757,0.0126889,15.1275,0.000474662,3.66355,0,0,720.211,1048.51,359.851,-7.95808e-013
555,2004-04-08,00:00:00.00,0,0,-1.38147,0,0.907432,0,689.279,0,14.2538,0.0504568,15.3568,0.000474662,1.04156,0,0,719.508,1048.51,360.553,-1.02318e-012
556,2004-04-09,00:00:00.00,0,0,-1.38146,0,0.902098,0,694.035,0,9.56598,0.0937372,14.7065,0.000474662,0.879213,0,0,718.801,1048.51,361.26,-7.95808e-013
557,2004-04-10,00:00:00.00,0,0,-1.38391,0,0.887345,0,698.129,0,5.52488,0.0978873,14.0849,0.000474662,0.767937,0,0,718.108,1048.51,361.953,-1.13687e-012
558,2004-04-11,00:00:00.00,0,0,-1.39453,0,0.867594,0,701.234,0,2.46665,0.0889032,13.4906,0.000474662,0.682177,0,0,717.436,1048.51,362.625,-1.02318e-012
559,2004-04-12,00:00:00.00,0,0,-1.40601,0,0.848067,0,702.728,0,1.01728,0.0772161,12.9225,0.000474662,0.607584,0,0,716.795,1048.51,363.266,-1.13687e-012
560,2004-04-13,00:00:00.00,1.08551,0,-1.41358,0,0.837278,0,704.173,2.45091e-018,0.721446,0.0923312,12.3802,0.0138816,0.464186,0,0,717.269,1049.6,363.878,-1.02318e-012
561,2004-04-14,00:00:00.00,4.88636,0,-1.42062,0,0.8241,0,705.687,4.65803e-017,4.0615,0.125907,11.8776,0.0138816,0.39463,0,0,721.564,1054.48,364.469,-1.47793e-012
562,2004-04-15,00:00:00.00,0,0,-1.42596,0,0.815963,0,708.597,3.82148e-034,1.26301,0.123024,11.3971,0.00759015,0.214608,0,0,720.992,1054.48,365.041,-1.13687e-012
563,2004-04-16,00:00:00.00,0,0,-1.42395,0,0.812376,0,709.641,1.10789e-050,0.330687,0.120487,10.9263,0.000722799,0.0298601,0,0,720.438,1054.48,365.595,-1.13687e-012
564,2004-04-17,00:00:00.00,0.586041,0,-1.43269,0,0.786036,0,710.421,2.6504e-018,0.148731,0.0893092,10.471,0,0,0,0,720.483,1055.07,366.136,-1.36424e-012
565,2004-04-18,00:00:00.00,8.80548,0,-1.44754,0,0.779169,0,717.133,1.29125e-016,2.10784,0.144706,10.0524,0,0,0,0,728.769,1063.87,366.655,-1.25056e-012
