time [d], date, hour, day_angle, rain [mm/d], snow [mm/d], temp [C], temp_daily_min [C], temp_daily_max [C],temp_daily_ave [C],temp_monthly_min [C],temp_monthly_max [C], air_density [kg/m3], air_pressure [KPa], rel_humidity [-], cloud_cover [-], ET_radiation [MJ/m2/d], SW_radiation [MJ/m2/d], net_SW_radiation [MJ/m2/d], LW_incoming [MJ/m2/d], net_LW_radiation [MJ/m2/d], wind_speed [m/s], PET [mm/d], OW_PET [mm/d], daily_correction [-], potential_melt [mm/d]
375,2003-10-11,00:00:00.00,4.86301,0,0,17.4032,10.75,24.0564,17.4032,-33333.3,-33333.3,1.15631,97.1917,0.5,0,22.4561,16.2352,13.0054,28.1148,-6.46329,2,2.65129,2.65129,1,50.4665
376,2003-10-12,00:00:00.00,4.88023,0,0,15.8619,8.76715,22.9566,15.8619,-33333.3,-33333.3,1.16307,97.1705,0.5,0,22.2032,16.1565,12.8686,27.243,-6.60877,2,2.58858,2.58858,1,45.6827
377,2003-10-13,00:00:00.00,4.89744,0.42847,0,12.1012,7.91945,16.2829,12.1012,-33333.3,-33333.3,1.17955,97.1169,0.5,0,21.9518,16.2185,12.8455,25.1928,-6.93062,2,1.72738,1.72738,1,34.5631
378,2003-10-14,00:00:00.00,4.91466,0,0,11.3888,4.62902,18.1486,11.3888,-33333.3,-33333.3,1.18267,97.1061,0.5,0,21.7019,16.063,12.687,24.816,-6.98648,2,2.14168,2.14168,1,32.2649
379,2003-10-15,00:00:00.00,4.93187,34.7881,0,9.57276,5.12474,14.0208,9.57276,-33333.3,-33333.3,1.19064,97.0792,0.5,0,21.4536,15.9689,12.5538,23.8819,-7.1164,2,1.61004,1.61004,1,26.8811
380,2003-10-16,00:00:00.00,4.94908,3.6001,0,8.42606,6.26317,10.5889,8.42606,-33333.3,-33333.3,1.1957,97.0626,0.5,0,21.207,15.832,13.0647,23.3073,-7.19099,2,1.05422,1.05422,1,23.494
381,2003-10-17,00:00:00.00,4.9663,0,0,6.28178,2.96218,9.60138,6.28178,-33333.3,-33333.3,1.2052,97.031,0.5,0,20.9623,15.7398,12.9848,22.2627,-7.31748,2,1.19578,1.19578,1,17.392
382,2003-10-18,00:00:00.00,4.98351,0,0,4.9514,1.22245,8.68035,4.9514,-33333.3,-33333.3,1.2111,97.0103,0.5,0,20.7195,15.6021,12.8483,21.632,-7.3887,2,1.18231,1.18231,1,13.5846
383,2003-10-19,00:00:00.00,5.00073,1.87764,0,4.3878,0.96517,7.81043,4.3878,-33333.3,-33333.3,1.2136,97.0015,0.5,0,20.4786,15.4297,12.6844,21.3697,-7.41677,2,1.09385,1.09385,1,11.9231
384,2003-10-20,00:00:00.00,5.01794,0,0,6.70292,3.2333,10.1725,6.70292,-33333.3,-33333.3,1.20334,97.0376,0.5,0,20.2398,15.1338,12.4329,22.4667,-7.29298,2,1.19773,1.19773,1,18.1363
385,2003-10-21,00:00:00.00,5.03516,0,0,9.33406,0.918237,17.7499,9.33406,-33333.3,-33333.3,1.19169,97.0754,0.5,0,20.0032,14.8125,12.148,23.7619,-7.13248,2,2.049,2.049,1,24.9908
386,2003-10-22,00:00:00.00,5.05237,0.265605,0,10.1024,6.07449,14.1302,10.1024,-33333.3,-33333.3,1.18828,97.0853,0.5,0,19.7688,14.5797,11.9084,24.1603,-7.07716,2,1.37154,1.37154,1,26.7927
387,2003-10-23,00:00:00.00,5.06958,0.257177,0,2.56686,0.691713,4.44201,2.56686,-33333.3,-33333.3,1.22175,96.9735,0.5,0,19.5368,14.733,12.0062,20.5392,-7.4995,2,0.692197,0.692197,1,6.74219
388,2003-10-24,00:00:00.00,5.0868,0.0221386,0.00370919,0.412077,-3.25943,4.08358,0.412077,-33333.3,-33333.3,1.23146,96.9407,0.5,0,19.3071,14.6209,11.9039,19.5888,-7.58305,2,0.87622,0.87622,1,1.08351
389,2003-10-25,00:00:00.00,5.10401,0.125591,0,5.06655,0.763174,9.36992,5.06655,-33333.3,-33333.3,1.21059,97.0122,0.5,0,19.08,14.2645,11.5928,21.6859,-7.38281,2,1.17453,1.17453,1,13.1654
390,2003-10-26,00:00:00.00,5.12123,7.87782,0,8.07425,5.71966,10.4288,8.07425,-33333.3,-33333.3,1.19724,97.0567,0.5,0,18.8554,13.9502,11.3123,23.1335,-7.21337,2,0.970173,0.970173,1,20.7957
391,2003-10-27,00:00:00.00,5.13844,8.16264,0,6.62636,3.79172,9.46099,6.62636,-33333.3,-33333.3,1.2037,97.0368,0.5,0,18.6335,13.8366,11.2678,22.4332,-7.29551,2,0.95215,0.95215,1,17.0037
392,2003-10-28,00:00:00.00,5.15565,0.617882,0,3.59698,0.383533,6.81043,3.59698,-33333.3,-33333.3,1.21715,96.9901,0.5,0,18.4142,13.781,11.2697,21.0058,-7.45375,2,0.913278,0.913278,1,9.13762
393,2003-10-29,00:00:00.00,5.17287,3.03774,0,3.78814,-0.564726,8.14102,3.78814,-33333.3,-33333.3,1.21628,96.9924,0.5,0,18.1978,13.5976,11.1125,21.0931,-7.44531,2,1.0664,1.0664,1,9.52829
394,2003-10-30,00:00:00.00,5.19008,1.47277,0,6.56713,4.99967,8.13459,6.56713,-33333.3,-33333.3,1.20392,97.0346,0.5,0,17.9843,13.315,10.8845,22.3987,-7.30234,2,0.711914,0.711914,1,16.4219
395,2003-10-31,00:00:00.00,5.2073,0,0,9.07432,4.13876,14.0099,9.07432,-33333.3,-33333.3,1.19285,97.0722,0.5,0,17.7737,13.0344,10.6577,23.6311,-7.14908,2,1.37715,1.37715,1,22.5379
396,2003-11-01,00:00:00.00,5.22451,0.125591,0,12.4399,5.01039,19.8695,12.4399,-33333.3,-33333.3,1.17804,97.1209,0.5,0,17.5661,12.6983,10.363,25.3689,-6.90665,2,1.88101,1.88101,1,30.6351
397,2003-11-02,00:00:00.00,5.24173,3.13715,0,12.3277,11.5489,13.1065,12.3277,-33333.3,-33333.3,1.17848,97.1152,0.5,0,17.3616,12.5255,10.1882,25.3559,-6.89704,2,0.545785,0.545785,1,30.0041
398,2003-11-03,00:00:00.00,5.25894,4.41514,2.09179,2.78564,2.22851,3.34276,2.78564,-33333.3,-33333.3,1.22098,96.9807,0.5,0,17.1602,12.7804,10.4052,20.6964,-7.4624,2,0.250976,0.250976,1,6.89925
399,2003-11-04,00:00:00.00,5.27615,11.6142,0,6.54427,5.70994,7.3786,6.54427,-33333.3,-33333.3,1.20405,97.0353,0.5,0,16.9621,12.4917,10.2001,22.3909,-7.30158,2,0.482683,0.482683,1,15.8036
400,2003-11-05,00:00:00.00,5.29337,0.887145,0,5.09463,3.71893,6.47034,5.09463,-33333.3,-33333.3,1.21049,97.0132,0.5,0,16.7672,12.3899,10.1749,21.7027,-7.37967,2,0.572149,0.572149,1,12.1906
401,2003-11-06,00:00:00.00,5.31058,0.207118,0,7.46968,2.3245,12.6149,7.46968,-33333.3,-33333.3,1.19994,97.0487,0.5,0,16.5757,12.1433,9.97212,22.8377,-7.24912,2,1.22835,1.22835,1,17.7491
402,2003-11-07,00:00:00.00,5.3278,0,0,3.11171,0.397455,5.82597,3.11171,-33333.3,-33333.3,1.21932,96.9825,0.5,0,16.3876,12.1528,9.96354,20.7846,-7.47585,2,0.734013,0.734013,1,7.33279
403,2003-11-08,00:00:00.00,5.34501,0.0627957,0,1.11402,-2.41791,4.64595,1.11402,-33333.3,-33333.3,1.2283,96.9517,0.5,0,16.2029,12.0657,9.88251,19.8944,-7.55741,2,0.748919,0.748919,1,2.61176
404,2003-11-09,00:00:00.00,5.36223,0,0,-2.73789,-5.86048,0.384702,-2.73789,-33333.3,-33333.3,1.24587,96.891,0.5,0,16.0218,12.0217,9.83312,18.2118,-7.73004,2,0.553869,0.553869,1,-6.36226
405,2003-11-10,00:00:00.00,5.37944,0,0,-1.45006,-6.34269,3.44257,-1.45006,-33333.3,-33333.3,1.23996,96.9116,0.5,0,15.8442,11.8446,9.67799,18.7688,-7.67099,2,0.744764,0.744764,1,-3.33691
406,2003-11-11,00:00:00.00,5.39665,1.12341,1.18513,0.0459789,-6.71098,6.80294,0.0459789,-33333.3,-33333.3,1.23314,96.9355,0.5,0,15.6702,11.6632,9.51469,19.4279,-7.59937,2,0.944391,0.944391,1,0.126096
407,2003-11-12,00:00:00.00,5.41387,4.48912,0,5.92969,1.81106,10.0483,5.92969,-33333.3,-33333.3,1.20673,97.024,0.5,0,15.5,11.337,9.2406,22.0974,-7.33662,2,0.967156,0.967156,1,13.4566
408,2003-11-13,00:00:00.00,5.43108,6.43324,0,7.51077,3.04126,11.9803,7.51077,-33333.3,-33333.3,1.19975,97.049,0.5,0,15.3334,11.1461,9.10305,22.8563,-7.24739,2,1.06699,1.06699,1,17.0046
409,2003-11-14,00:00:00.00,5.4483,2.86356,1.57025,0.5646,-2.86347,3.99267,0.5646,-33333.3,-33333.3,1.23076,96.9416,0.5,0,15.1706,11.2417,9.19975,19.6519,-7.58334,2,0.651953,0.651953,1,1.22313
410,2003-11-15,00:00:00.00,5.46551,0.224411,0.481327,-0.264416,-3.56966,3.04083,-0.264416,-33333.3,-33333.3,1.23453,96.9296,0.5,0,15.0117,11.1361,7.04972,19.2925,-7.61178,2,0.620973,0.620973,1,-0.607763
411,2003-11-16,00:00:00.00,5.48272,1.48446,0,2.88449,-2.23371,8.00268,2.88449,-33333.3,-33333.3,1.22034,96.9792,0.5,0,14.8566,10.9221,2.18442,20.6822,-7.48542,2,0.903934,0.903934,1,6.41847
412,2003-11-17,00:00:00.00,5.49994,3.36755,0,4.2344,2.99914,5.46967,4.2344,-33333.3,-33333.3,1.21429,96.9991,0.5,0,14.7054,10.7575,6.66753,21.2989,-7.42415,2,0.466103,0.466103,1,9.31839
413,2003-11-18,00:00:00.00,5.51715,0.595879,0,4.46609,3.2125,5.71968,4.46609,-33333.3,-33333.3,1.21327,97.0033,0.5,0,14.5582,10.6321,8.56119,21.4064,-7.41255,2,0.470341,0.470341,1,9.79145
414,2003-11-19,00:00:00.00,5.53437,10.8016,0,8.08262,3.6603,12.5049,8.08262,-33333.3,-33333.3,1.19722,97.0574,0.5,0,14.4149,10.391,8.45442,23.1372,-7.21265,2,1.01866,1.01866,1,17.6206
415,2003-11-20,00:00:00.00,5.55158,8.68663,0,8.71083,5.28828,12.1334,8.71083,-33333.3,-33333.3,1.19444,97.0664,0.5,0,14.2757,10.2559,8.37179,23.4489,-7.17321,2,0.863549,0.863549,1,18.8697
416,2003-11-21,00:00:00.00,5.5688,0,0,5.96368,2.13309,9.79426,5.96368,-33333.3,-33333.3,1.2066,97.0259,0.5,0,14.1405,10.2479,8.38951,22.1099,-7.33552,2,0.854984,0.854984,1,12.8532
417,2003-11-22,00:00:00.00,5.58601,0,0,5.96823,2.31281,9.62365,5.96823,-33333.3,-33333.3,1.20659,97.0261,0.5,0,14.0094,10.143,8.29222,22.1125,-7.33498,2,0.824177,0.824177,1,12.7987
418,2003-11-23,00:00:00.00,5.60322,0,0,4.19551,1.24882,7.1422,4.19551,-33333.3,-33333.3,1.21447,96.9991,0.5,0,13.8824,10.0981,8.24511,21.2807,-7.42579,2,0.680946,0.680946,1,8.94194
419,2003-11-24,00:00:00.00,5.62044,0,0,10.6531,3.83465,17.4716,10.6531,-33333.3,-33333.3,1.18589,97.095,0.5,0,13.7596,9.77007,7.97049,24.4336,-7.04125,2,1.32979,1.32979,1,22.5727
420,2003-11-25,00:00:00.00,5.63765,8.47721,0,5.85556,-2.20261,13.9137,5.85556,-33333.3,-33333.3,1.20711,97.0251,0.5,0,13.641,9.85235,8.01602,22.0624,-7.33909,2,1.18597,1.18597,1,12.382
421,2003-11-26,00:00:00.00,5.65487,0,0.707236,-1.43501,-4.0867,1.21667,-1.43501,-33333.3,-33333.3,1.23987,96.9111,0.5,0,13.5266,9.96022,8.11907,18.7747,-7.67101,2,0.467719,0.467719,1,-3.03136
422,2003-11-27,00:00:00.00,5.67208,0,0,1.94321,-2.29961,6.18602,1.94321,-33333.3,-33333.3,1.22456,96.9644,0.5,0,13.4164,9.78799,4.09361,20.2601,-7.52526,2,0.709124,0.709124,1,4.04751
423,2003-11-28,00:00:00.00,5.6893,5.27029,2.10489,0.287776,-3.00567,3.58122,0.287776,-33333.3,-33333.3,1.23203,96.9387,0.5,0,13.3105,9.7451,7.94185,19.5352,-7.58742,2,0.567923,0.567923,1,0.592626
424,2003-11-29,00:00:00.00,5.70651,13.1881,0,1.74695,0.00718651,3.48671,1.74695,-33333.3,-33333.3,1.22544,96.9615,0.5,0,13.2089,9.62633,2.18581,20.173,-7.53306,2,0.441205,0.441205,1,3.61173
425,2003-11-30,00:00:00.00,5.72372,0.0817676,0.36145,-0.418722,-2.03033,1.19288,-0.418722,-33333.3,-33333.3,1.23523,96.9273,0.5,0,13.1116,9.60133,7.50935,19.2234,-7.6199,2,0.375498,0.375498,1,-0.873951
426,2003-12-01,00:00:00.00,5.74094,0.941936,0,1.78515,-1.75761,5.3279,1.78515,-33333.3,-33333.3,1.22527,96.9618,0.5,0,13.0186,9.47218,5.32346,20.1898,-7.53169,2,0.624227,0.624227,1,3.65206
427,2003-12-02,00:00:00.00,5.75815,1.72491,1.06147,-0.170074,-3.79082,3.45067,-0.170074,-33333.3,-33333.3,1.23409,96.9303,0.5,0,12.93,9.44809,7.76394,19.3305,-7.6127,2,0.558048,0.558048,1,-0.384225
428,2003-12-03,00:00:00.00,5.77537,0,0,-7.36631,-10.8865,-3.84613,-7.36631,-33333.3,-33333.3,1.26737,96.8158,0.5,0,12.8458,9.52172,5.72858,16.3233,-7.88779,2,0.324436,0.324436,1,-14.9807
429,2003-12-04,00:00:00.00,5.79258,0,0,-5.53215,-11.2765,0.212171,-5.53215,-33333.3,-33333.3,1.25879,96.8456,0.5,0,12.7659,9.42571,5.66896,17.0509,-7.8352,2,0.488205,0.488205,1,-11.2128
430,2003-12-05,00:00:00.00,5.80979,0,0,-2.91208,-9.31772,3.49357,-2.91208,-33333.3,-33333.3,1.24666,96.8879,0.5,0,12.6904,9.31503,5.59573,18.1373,-7.73775,2,0.621867,0.621867,1,-5.8849
431,2003-12-06,00:00:00.00,5.82701,0,0,-3.8976,-6.25427,-1.54093,-3.8976,-33333.3,-33333.3,1.25122,96.8722,0.5,0,12.6194,9.2766,5.56616,17.7233,-7.77703,2,0.348612,0.348612,1,-7.85781
432,2003-12-07,00:00:00.00,5.84422,0,0,-5.9857,-9.91728,-2.05412,-5.9857,-33333.3,-33333.3,1.26089,96.8376,0.5,0,12.5528,9.26001,5.54853,16.869,-7.84934,2,0.381949,0.381949,1,-12.0343
433,2003-12-08,00:00:00.00,5.86144,0,0,-7.41872,-13.1423,-1.69513,-7.41872,-33333.3,-33333.3,1.2676,96.8143,0.5,0,12.4906,9.23315,5.52912,16.3023,-7.88954,2,0.402896,0.402896,1,-14.8517
434,2003-12-09,00:00:00.00,5.87865,0,0,-4.52143,-9.83251,0.789649,-4.52143,-33333.3,-33333.3,1.25409,96.8619,0.5,0,12.4329,9.13709,5.46718,17.4636,-7.80072,2,0.494956,0.494956,1,-9.03021
435,2003-12-10,00:00:00.00,5.89587,0,0,-0.149172,-1.91172,1.61337,-0.149172,-33333.3,-33333.3,1.234,96.9309,0.5,0,12.3797,9.00406,5.37677,19.3401,-7.6113,2,0.370626,0.370626,1,-0.341852
436,2003-12-11,00:00:00.00,5.91308,3.23076,0,3.54719,1.05475,6.03964,3.54719,-33333.3,-33333.3,1.21735,96.9883,0.5,0,12.331,8.8735,5.50643,20.9839,-7.45616,2,0.540779,0.540779,1,7.00867
437,2003-12-12,00:00:00.00,5.93029,0.346951,0.159063,0.643473,-2.73488,4.02183,0.643473,-33333.3,-33333.3,1.2304,96.9433,0.5,0,12.2867,8.91109,5.55256,19.6876,-7.57768,2,0.534073,0.534073,1,1.24315
438,2003-12-13,00:00:00.00,5.94751,0,4.29712,-5.38822,-7.35317,-3.42328,-5.38822,-33333.3,-33333.3,1.25814,96.8487,0.5,0,12.2469,9.00163,5.3648,17.1116,-7.82914,2,0.259557,0.259557,1,-10.6266
439,2003-12-14,00:00:00.00,5.96472,0,0.188387,-8.20466,-14.8667,-1.54265,-8.20466,-33333.3,-33333.3,1.27133,96.8022,0.5,0,12.2117,9.01795,5.37036,16.0012,-7.907,2,0.389299,0.389299,1,-16.172
440,2003-12-15,00:00:00.00,5.98194,0,1.00838,-5.79631,-8.89556,-2.69706,-5.79631,-33333.3,-33333.3,1.26,96.8394,0.5,0,12.1809,8.95326,5.3174,16.9521,-7.8405,2,0.312715,0.312715,1,-11.4787
441,2003-12-16,00:00:00.00,5.99915,0,0,-2.13314,-3.69364,-0.57265,-2.13314,-33333.3,-33333.3,1.24308,96.9003,0.5,0,12.1547,8.86585,5.26806,18.471,-7.70361,2,0.308201,0.308201,1,-4.19829
442,2003-12-17,00:00:00.00,6.01637,0.699533,0.202971,0.385712,-3.59088,4.3623,0.385712,-33333.3,-33333.3,1.23158,96.9398,0.5,0,12.133,8.79372,5.21959,19.576,-7.58575,2,0.571746,0.571746,1,0.737082
443,2003-12-18,00:00:00.00,6.03358,0,1.20041,-1.24968,-2.95692,0.457551,-1.24968,-33333.3,-33333.3,1.23902,96.9139,0.5,0,12.1159,8.81571,5.22534,18.8562,-7.66193,2,0.338859,0.338859,1,-2.47415
444,2003-12-19,00:00:00.00,6.05079,0,0.125591,-3.37146,-4.55187,-2.19106,-3.37146,-33333.3,-33333.3,1.24878,96.8804,0.5,0,12.1032,8.8481,5.24188,17.9429,-7.75682,2,0.246565,0.246565,1,-6.62263
445,2003-12-20,00:00:00.00,6.06801,0,0.980047,-2.77287,-4.24581,-1.29993,-2.77287,-33333.3,-33333.3,1.24604,96.8907,0.5,0,12.0951,8.83021,5.23151,18.1977,-7.73107,2,0.286274,0.286274,1,-5.41958
446,2003-12-21,00:00:00.00,6.08522,0,0.231467,-6.27239,-9.21914,-3.32565,-6.27239,-33333.3,-33333.3,1.26224,96.8334,0.5,0,12.0916,8.88953,5.26104,16.7543,-7.85794,2,0.309633,0.309633,1,-12.2949
447,2003-12-22,00:00:00.00,6.10244,0,0,-1.58926,-5.51511,2.33658,-1.58926,-33333.3,-33333.3,1.24059,96.9089,0.5,0,12.0926,8.80393,5.20571,18.7071,-7.67833,2,0.50533,0.50533,1,-3.11549
448,2003-12-23,00:00:00.00,6.11965,1.11061,0,2.35093,0.972336,3.72953,2.35093,-33333.3,-33333.3,1.22271,96.9701,0.5,0,12.0981,8.71761,5.14481,20.4426,-7.50848,2,0.363481,0.363481,1,4.57928
449,2003-12-24,00:00:00.00,6.13686,4.41262,0,1.59526,0.757502,2.43302,1.59526,-33333.3,-33333.3,1.22612,96.9588,0.5,0,12.1082,8.74461,5.15993,20.1059,-7.53919,2,0.278191,0.278191,1,3.11166
450,2003-12-25,00:00:00.00,6.15408,0.0419307,0.00114898,0.797852,-0.655043,2.25075,0.797852,-33333.3,-33333.3,1.22973,96.947,0.5,0,12.1228,8.77548,5.17811,19.7569,-7.56878,2,0.345469,0.345469,1,1.57363
451,2003-12-26,00:00:00.00,6.17129,0,0.375453,-1.90505,-2.97203,-0.838076,-1.90505,-33333.3,-33333.3,1.24205,96.9044,0.5,0,12.142,8.84984,5.21664,18.5705,-7.69258,2,0.256857,0.256857,1,-3.72401
452,2003-12-27,00:00:00.00,6.18851,0,0,-0.479001,-3.04994,2.09194,-0.479001,-33333.3,-33333.3,1.23551,96.9263,0.5,0,12.1657,8.83828,5.20361,19.1967,-7.62291,2,0.439124,0.439124,1,-0.944933
453,2003-12-28,00:00:00.00,6.20572,0,0,1.07152,-3.39252,5.53557,1.07152,-33333.3,-33333.3,1.22848,96.9507,0.5,0,12.1939,8.8254,5.19096,19.8757,-7.5592,2,0.632527,0.632527,1,2.10675
454,2003-12-29,00:00:00.00,6.22294,1.0841,0,3.00756,-3.24581,9.26092,3.00756,-33333.3,-33333.3,1.21978,96.9809,0.5,0,12.2267,8.80323,5.17106,20.7373,-7.48043,2,0.827249,0.827249,1,5.91281
455,2003-12-30,00:00:00.00,6.24015,6.79389,0,5.70337,4.32329,7.08346,5.70337,-33333.3,-33333.3,1.20774,97.0208,0.5,0,12.2641,8.75596,5.12485,21.9889,-7.34907,2,0.437917,0.437917,1,11.1888
456,2003-12-31,00:00:00.00,6.25736,0.248067,0.0461961,1.4725,-0.933454,3.87845,1.4725,-33333.3,-33333.3,1.22666,96.9559,0.5,0,12.3059,8.90379,5.4236,20.055,-7.54295,2,0.473314,0.473314,1,2.86423
457,2004-01-01,00:00:00.00,6.27458,0,0,1.57581,-2.18496,5.33658,1.57581,-33333.3,-33333.3,1.22621,96.9585,0.5,0,12.3523,8.93936,5.44299,20.0973,-7.53994,2,0.603758,0.603758,1,3.10477
458,2004-01-02,00:00:00.00,0.00858359,0.269103,0.426461,-0.101798,-1.64413,1.44053,-0.101798,-33333.3,-33333.3,1.23379,96.9325,0.5,0,12.4031,9.01977,5.48485,19.3644,-7.60398,2,0.353083,0.353083,1,-0.210492
459,2004-01-03,00:00:00.00,0.0257508,7.0775,0,4.16755,-0.923279,9.25839,4.16755,-33333.3,-33333.3,1.21462,96.9993,0.5,0,12.4584,8.95584,5.44622,21.2702,-7.42574,2,0.799827,0.799827,1,8.28979
460,2004-01-04,00:00:00.00,0.0429179,0.257177,0,7.52748,3.05391,12.0011,7.52748,-33333.3,-33333.3,1.19966,97.0488,0.5,0,12.5181,8.89984,7.11028,22.8653,-7.24654,2,0.870892,0.870892,1,14.9462
461,2004-01-05,00:00:00.00,0.0600851,0,0.717764,-1.00702,-3.51509,1.50104,-1.00702,-33333.3,-33333.3,1.23792,96.9179,0.5,0,12.5823,9.18356,7.36013,18.9627,-7.64998,2,0.410097,0.410097,1,-2.0223
462,2004-01-06,00:00:00.00,0.0772523,0,1.51804,-5.23676,-6.63277,-3.84076,-5.23676,-33333.3,-33333.3,1.25742,96.8506,0.5,0,12.651,9.32318,5.48506,17.1709,-7.82534,2,0.244033,0.244033,1,-10.4701
463,2004-01-07,00:00:00.00,0.0944195,0,1.7568,-10.2406,-13.7489,-6.73234,-10.2406,-33333.3,-33333.3,1.28092,96.7662,0.5,0,12.7241,9.46062,5.55861,15.2358,-7.94614,2,0.236518,0.236518,1,-20.5836
464,2004-01-08,00:00:00.00,0.111587,0,2.66078,-11.2952,-13.5991,-8.99132,-11.2952,-33333.3,-33333.3,1.28597,96.7492,0.5,0,12.8017,9.53847,5.60333,14.8491,-7.96172,2,0.164195,0.164195,1,-22.7422
465,2004-01-09,00:00:00.00,0.128754,0,1.17466,-9.83581,-14.0003,-5.67134,-9.83581,-33333.3,-33333.3,1.27907,96.7755,0.5,0,12.8836,9.58517,5.63373,15.389,-7.93757,2,0.264311,0.264311,1,-19.825
466,2004-01-10,00:00:00.00,0.145921,0,0,-21.6265,-25.8553,-17.3977,-21.6265,-33333.3,-33333.3,1.337,96.565,0.5,0,12.97,9.78038,1.95608,11.4951,-7.92515,2,0,0,1,-43.8824
467,2004-01-11,00:00:00.00,0.163088,0,0.29791,-18.0511,-26.665,-9.43718,-18.0511,-33333.3,-33333.3,1.31901,96.6321,0.5,0,13.0608,9.82523,1.96505,12.5755,-7.97225,2,0.0144862,0.0144862,1,-36.7096
468,2004-01-12,00:00:00.00,0.180255,0,3.78233,-7.08574,-12.5716,-1.59986,-7.08574,-33333.3,-33333.3,1.26602,96.8185,0.5,0,13.156,9.76335,1.95267,16.4373,-7.87891,2,0.416868,0.416868,1,-14.5175
469,2004-01-13,00:00:00.00,0.197422,0,1.82772,-2.29239,-3.80787,-0.776897,-2.29239,-33333.3,-33333.3,1.24381,96.8975,0.5,0,13.2555,9.75376,1.95075,18.4026,-7.71083,2,0.327171,0.327171,1,-4.71411
470,2004-01-14,00:00:00.00,0.21459,0,0.125591,-12.2808,-21.959,-2.60269,-12.2808,-33333.3,-33333.3,1.29083,96.7346,0.5,0,13.3594,10.0057,2.00114,14.5116,-7.96552,2,0.263097,0.263097,1,-25.2405
471,2004-01-15,00:00:00.00,0.231757,0,1.45524,-18.2186,-22.5165,-13.9207,-18.2186,-33333.3,-33333.3,1.31982,96.628,0.5,0,13.4676,10.1605,2.0321,12.5233,-7.97053,2,0.00448044,0.00448044,1,-37.7172
472,2004-01-16,00:00:00.00,0.248924,0,0,-20.2279,-23.9694,-16.4864,-20.2279,-33333.3,-33333.3,1.32992,96.5921,0.5,0,13.5801,10.2712,2.05424,11.9055,-7.94883,2,0,0,1,-42.0346
473,2004-01-17,00:00:00.00,0.266091,0,0,-19.0228,-25.2667,-12.7788,-19.0228,-33333.3,-33333.3,1.32383,96.6133,0.5,0,13.6969,10.3566,2.07133,12.2718,-7.96359,2,0.000100535,0.000100535,1,-39.7375
474,2004-01-18,00:00:00.00,0.283258,0,1.04467,-13.5448,-22.0359,-5.05367,-13.5448,-33333.3,-33333.3,1.29689,96.7123,0.5,0,13.8179,10.3976,2.07953,14.0629,-7.97781,2,0.220998,0.220998,1,-28.3724
475,2004-01-19,00:00:00.00,0.300426,0,1.98097,-7.64047,-11.2582,-4.02273,-7.64047,-33333.3,-33333.3,1.26867,96.8116,0.5,0,13.9432,10.4147,2.08293,16.2181,-7.89391,2,0.338606,0.338606,1,-16.0877
476,2004-01-20,00:00:00.00,0.317593,0,0.313979,-11.9772,-14.69,-9.26434,-11.9772,-33333.3,-33333.3,1.28928,96.7385,0.5,0,14.0726,10.5864,2.11727,14.6073,-7.96809,2,0.174936,0.174936,1,-25.3755
477,2004-01-21,00:00:00.00,0.33476,0,0.125591,-14.4518,-17.9206,-10.9831,-14.4518,-33333.3,-33333.3,1.30125,96.6954,0.5,0,14.2063,10.7277,2.14553,13.7477,-7.9836,2,0.112904,0.112904,1,-30.791
478,2004-01-22,00:00:00.00,0.351927,0,3.68375,-10.8425,-17.4674,-4.21752,-10.8425,-33333.3,-33333.3,1.28383,96.7576,0.5,0,14.344,10.7929,2.15858,15.014,-7.9554,2,0.334088,0.334088,1,-23.2173
479,2004-01-23,00:00:00.00,0.369094,0,2.23216,-9.93121,-14.7443,-5.11813,-9.93121,-33333.3,-33333.3,1.27946,96.7718,0.5,0,14.4859,10.8951,2.17901,15.3486,-7.94176,2,0.32346,0.32346,1,-21.4231
480,2004-01-24,00:00:00.00,0.386261,0,0.337342,-15.4403,-18.0604,-12.8201,-15.4403,-33333.3,-33333.3,1.30608,96.678,0.5,0,14.6319,11.0894,2.21788,13.4161,-7.98462,2,0.0704477,0.0704477,1,-33.4502
481,2004-01-25,00:00:00.00,0.403429,0,0.188387,-18.8525,-23.0021,-14.7029,-18.8525,-33333.3,-33333.3,1.32297,96.616,0.5,0,14.7818,11.2489,2.24979,12.3269,-7.96418,2,0.00256665,0.00256665,1,-41.1418
482,2004-01-26,00:00:00.00,0.420596,0,0,-17.3828,-24.8023,-9.96335,-17.3828,-33333.3,-33333.3,1.31565,96.6432,0.5,0,14.9358,11.3614,2.27229,12.7849,-7.97778,2,0.0219415,0.0219415,1,-38.1269
483,2004-01-27,00:00:00.00,0.437763,0,1.72067,-11.1654,-14.797,-7.53375,-11.1654,-33333.3,-33333.3,1.28535,96.7513,0.5,0,15.0938,11.4126,2.28251,14.897,-7.95971,2,0.247221,0.247221,1,-24.6599
484,2004-01-28,00:00:00.00,0.45493,0,2.08867,-6.51213,-9.73407,-3.29019,-6.51213,-33333.3,-33333.3,1.26334,96.8274,0.5,0,15.2556,11.4643,2.29286,16.6685,-7.86097,2,0.384575,0.384575,1,-14.5404
485,2004-01-29,00:00:00.00,0.472097,0,3.03061,-7.69289,-9.61798,-5.7678,-7.69289,-33333.3,-33333.3,1.26888,96.8094,0.5,0,15.4213,11.6239,2.32478,16.1964,-7.89611,2,0.281028,0.281028,1,-17.1994
