Run   obj.function   RMSE_1        RES_STAB      par_g_1       par_g_2       par_g_3       par_g_5       par_s_1       par_s_3       par_s_4       par_s_5       par_s_6       par_s_7       par_s_8       par_sc_1      par_sc_2      par_vc_1      par_vc_4      par_vc_7      par_v_1_sai_ht  par_v_2_max_ca  par_v_5_max_sn  par_v_8_rai   par_v_11_sno  par_v_14_svfex  par_lc_1      par_lc_2      par_l_1_DEP   par_l_4_OW    par_l_5_OW    par_l_6_FOR   par_l_7_MEL   par_l_10_MIN  par_l_13_HBV  par_l_16_REF  par_l_19_HBV  par_l_22_LPET_CORR  par_l_23_ABST  href_67       Vref_67       Aref_67       slope_67      hflow_67      apwr_67       bpwr_67       href_71       Vref_71       Aref_71       slope_71      hflow_71      apwr_71       bpwr_71       href_72       Vref_72       Aref_72       slope_72      
424   5.588510E-01  5.588510E-01  0.000000E+00  2.190000E-01  7.360000E-01  -5.939816E+00  6.663393E+00  2.980904E-01  1.293904E+01  1.588153E+00  6.789641E+00  3.378702E-02  3.459822E+00  7.779206E-01  1.204063E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.306672E+01  9.349040E+00  5.146263E-02  3.279585E-02  7.016019E-01  4.426763E-02  9.000000E-01  2.975349E+02  3.308188E-01  4.501988E-01  1.480000E-01  3.015809E+00  2.008888E+00  1.235584E+00  4.916892E+00  5.615052E-01  1.184331E+00  3.729062E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  9.410158E+00  8.498272E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  9.114385E+00  3.958203E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
425   5.414310E-01  5.414310E-01  0.000000E+00  2.190000E-01  7.360000E-01  -4.846947E+00  4.007127E+00  2.980904E-01  1.001270E+01  1.588153E+00  6.789641E+00  3.378702E-02  3.437472E+00  7.721742E-01  1.440518E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.306672E+01  9.349040E+00  5.146263E-02  3.279585E-02  8.524106E-01  7.193080E-02  9.000000E-01  2.975349E+02  3.308188E-01  2.925011E-01  1.480000E-01  3.015809E+00  2.212606E+00  1.235584E+00  4.916892E+00  5.615052E-01  1.184331E+00  3.729062E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  9.410158E+00  8.498272E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  9.114385E+00  3.958203E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
426   1.542590E+00  1.542590E+00  0.000000E+00  2.190000E-01  7.360000E-01  -4.846947E+00  6.864592E+00  2.980904E-01  1.293904E+01  1.588153E+00  2.301271E+01  3.607100E+00  3.459822E+00  7.294969E-01  1.440518E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.306672E+01  1.246723E+01  9.189682E-02  3.279585E-02  7.016019E-01  7.193080E-02  9.000000E-01  2.975349E+02  3.308188E-01  4.501988E-01  1.480000E-01  3.015809E+00  2.212606E+00  1.375260E+00  4.916892E+00  5.615052E-01  1.102595E+00  4.022549E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  7.305052E+00  8.498272E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  9.114385E+00  3.958203E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
427   1.632350E+00  1.632350E+00  0.000000E+00  2.190000E-01  7.360000E-01  -6.506542E+00  4.935951E+00  2.980904E-01  1.293904E+01  1.588153E+00  6.789641E+00  3.378702E-02  3.459822E+00  7.721742E-01  1.810211E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.306672E+01  9.349040E+00  7.815961E-02  3.279585E-02  7.016019E-01  7.193080E-02  9.000000E-01  2.975349E+02  3.308188E-01  4.501988E-01  1.480000E-01  1.007251E+00  2.212606E+00  1.235584E+00  4.916892E+00  5.615052E-01  1.245599E+00  3.729062E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  1.604083E+01  8.498272E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  9.114385E+00  3.958203E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
428   1.869560E+00  1.869560E+00  0.000000E+00  2.190000E-01  7.360000E-01  -4.718448E+00  4.007127E+00  2.980904E-01  1.293904E+01  1.588153E+00  6.789641E+00  3.378702E-02  3.306177E+00  5.254932E-01  1.440518E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.306672E+01  9.349040E+00  5.146263E-02  3.279585E-02  7.016019E-01  7.193080E-02  9.000000E-01  2.975349E+02  3.308188E-01  5.180863E-01  1.480000E-01  3.015809E+00  2.012335E+00  1.235584E+00  4.062427E+00  5.615052E-01  1.184331E+00  3.729062E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  9.410158E+00  7.074304E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  1.105594E+01  1.908788E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
429   5.417710E-01  5.417710E-01  0.000000E+00  2.190000E-01  7.360000E-01  -4.846947E+00  2.832566E+00  2.980904E-01  9.095261E+00  1.588153E+00  6.789641E+00  3.378702E-02  3.461425E+00  7.721742E-01  7.870504E+01  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.306672E+01  9.349040E+00  5.146263E-02  3.279585E-02  7.016019E-01  7.193080E-02  9.000000E-01  2.975349E+02  3.308188E-01  5.072568E-01  1.480000E-01  3.015809E+00  2.212606E+00  1.160410E+00  4.916892E+00  5.615052E-01  1.184331E+00  3.729062E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  9.410158E+00  8.498272E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  9.114385E+00  3.958203E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
430   1.156550E+00  1.156550E+00  0.000000E+00  2.190000E-01  7.360000E-01  -4.846947E+00  1.162182E+00  4.952617E-01  1.293904E+01  1.588153E+00  6.789641E+00  3.378702E-02  3.777375E+00  7.721742E-01  1.440518E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.306672E+01  1.011550E+01  5.146263E-02  3.279585E-02  7.016019E-01  7.193080E-02  9.000000E-01  2.975349E+02  3.308188E-01  4.501988E-01  1.480000E-01  1.953093E+00  2.650003E+00  1.235584E+00  4.916892E+00  5.615052E-01  1.078417E+00  3.729062E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  9.410158E+00  8.498272E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  9.114385E+00  3.958203E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
431   5.410310E-01  5.410310E-01  0.000000E+00  2.190000E-01  7.360000E-01  -4.846947E+00  4.007127E+00  2.980904E-01  1.253178E+01  1.588153E+00  6.789641E+00  3.378702E-02  3.459822E+00  7.721742E-01  1.440518E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.306672E+01  9.349040E+00  5.146263E-02  3.279585E-02  7.016019E-01  7.193080E-02  9.000000E-01  2.975349E+02  3.308188E-01  4.501988E-01  1.480000E-01  3.015809E+00  3.077766E+00  1.235584E+00  4.916892E+00  5.615052E-01  1.184331E+00  3.729062E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  9.410158E+00  8.498272E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  9.114385E+00  3.958203E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
432   7.255110E-01  7.255110E-01  0.000000E+00  2.190000E-01  7.360000E-01  -4.846947E+00  4.007127E+00  2.980904E-01  1.293904E+01  1.588153E+00  1.277265E+01  3.378702E-02  3.459822E+00  7.721742E-01  1.440518E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.306672E+01  9.349040E+00  5.146263E-02  3.279585E-02  7.016019E-01  7.193080E-02  9.000000E-01  2.975349E+02  3.308188E-01  4.501988E-01  1.480000E-01  3.015809E+00  2.212606E+00  1.235584E+00  4.916892E+00  5.615052E-01  1.184331E+00  3.729062E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  1.384930E+01  8.193766E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  8.814698E+00  3.958203E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
433   1.114250E+00  1.114250E+00  0.000000E+00  2.190000E-01  7.360000E-01  -4.846947E+00  4.007127E+00  2.980904E-01  1.293904E+01  1.676470E+00  6.789641E+00  3.378702E-02  3.459822E+00  6.100764E-01  1.440518E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.306672E+01  9.349040E+00  5.146263E-02  3.279585E-02  7.016019E-01  7.193080E-02  9.000000E-01  2.975349E+02  3.308188E-01  4.501988E-01  1.480000E-01  3.736934E+00  2.212606E+00  1.063828E+00  4.916892E+00  5.615052E-01  1.184331E+00  3.729062E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  9.410158E+00  8.498272E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  9.114385E+00  5.932198E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
434   1.349100E+00  1.349100E+00  0.000000E+00  2.190000E-01  7.360000E-01  -4.846947E+00  4.007127E+00  2.980904E-01  1.293904E+01  1.588153E+00  2.309835E+01  2.404399E+00  3.459822E+00  7.721742E-01  8.821700E+01  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.306672E+01  9.349040E+00  5.146263E-02  3.279585E-02  7.016019E-01  7.193080E-02  9.000000E-01  2.563030E+02  3.308188E-01  4.894883E-01  1.480000E-01  3.015809E+00  2.212606E+00  1.235584E+00  4.916892E+00  5.615052E-01  1.212108E+00  4.978920E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  9.410158E+00  8.498272E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  9.114385E+00  3.958203E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
435   8.183550E-01  8.183550E-01  0.000000E+00  2.190000E-01  7.360000E-01  -4.681690E+00  4.007127E+00  2.980904E-01  1.293904E+01  1.200616E+01  6.789641E+00  6.663869E-01  3.459822E+00  7.721742E-01  1.557700E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.788340E+01  9.349040E+00  5.146263E-02  3.279585E-02  7.016019E-01  7.193080E-02  9.000000E-01  2.975349E+02  3.980245E-01  4.618038E-01  1.480000E-01  3.015809E+00  2.212606E+00  1.046324E+00  4.916892E+00  5.615052E-01  1.184331E+00  3.729062E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  9.410158E+00  8.498272E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  9.114385E+00  3.958203E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
436   5.136240E+00  5.136240E+00  0.000000E+00  2.190000E-01  7.360000E-01  -4.846947E+00  2.178257E+00  1.128990E-01  1.293904E+01  1.588153E+00  6.789641E+00  3.378702E-02  3.459822E+00  7.721742E-01  1.440518E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.021164E+01  9.349040E+00  5.146263E-02  3.279585E-02  7.016019E-01  7.193080E-02  9.000000E-01  2.975349E+02  3.308188E-01  4.501988E-01  1.480000E-01  5.607117E+00  1.001178E+00  1.235584E+00  4.850667E+00  5.615052E-01  1.184331E+00  3.729062E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  9.410158E+00  8.498272E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  9.114385E+00  3.958203E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
437   6.817470E-01  6.817470E-01  0.000000E+00  2.190000E-01  7.360000E-01  -2.679366E+00  4.007127E+00  2.980904E-01  1.293904E+01  1.588153E+00  6.011548E+00  3.378702E-02  3.459822E+00  8.028411E-01  1.440518E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.306672E+01  9.349040E+00  3.324808E-02  3.279585E-02  8.395387E-01  7.193080E-02  9.000000E-01  2.467749E+02  3.308188E-01  4.501988E-01  1.480000E-01  3.015809E+00  2.212606E+00  1.235584E+00  4.916892E+00  5.615052E-01  1.184331E+00  3.729062E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  9.410158E+00  8.498272E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  9.114385E+00  3.958203E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
438   5.409840E-01  5.409840E-01  0.000000E+00  2.190000E-01  7.360000E-01  -4.846947E+00  4.007127E+00  2.980904E-01  1.293904E+01  1.588153E+00  6.789641E+00  3.378702E-02  3.459822E+00  7.721742E-01  1.440518E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.306672E+01  9.349040E+00  6.366505E-02  3.279585E-02  7.016019E-01  7.193080E-02  9.000000E-01  2.975349E+02  3.308188E-01  4.501988E-01  1.480000E-01  3.015809E+00  2.212606E+00  1.278188E+00  4.916892E+00  5.615052E-01  1.184331E+00  3.729062E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  8.259253E+00  8.498272E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  9.114385E+00  3.958203E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
439   5.409840E-01  5.409840E-01  0.000000E+00  2.190000E-01  7.360000E-01  -4.846947E+00  6.163352E+00  2.980904E-01  1.293904E+01  1.588153E+00  6.789641E+00  3.378702E-02  3.459822E+00  7.721742E-01  1.440518E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.306672E+01  9.349040E+00  6.366505E-02  3.279585E-02  7.016019E-01  7.193080E-02  9.000000E-01  2.975349E+02  3.308188E-01  4.501988E-01  1.480000E-01  3.015809E+00  2.212606E+00  1.278188E+00  4.916892E+00  5.615052E-01  1.184331E+00  4.926652E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  8.259253E+00  8.498272E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  9.114385E+00  3.405112E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
440   5.473970E-01  5.473970E-01  0.000000E+00  2.190000E-01  7.360000E-01  -4.846947E+00  6.163352E+00  3.060355E-01  1.293904E+01  1.588153E+00  6.789641E+00  3.378702E-02  3.579929E+00  7.721742E-01  1.440518E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.294439E+01  9.349040E+00  6.366505E-02  3.279585E-02  7.016019E-01  5.719934E-02  9.000000E-01  2.975349E+02  3.308188E-01  4.501988E-01  1.480000E-01  3.015809E+00  2.212606E+00  1.278188E+00  4.916892E+00  6.029035E-01  1.184331E+00  4.926652E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  8.259253E+00  8.498272E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  9.114385E+00  3.405112E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
441   2.214950E+00  2.214950E+00  0.000000E+00  2.190000E-01  7.360000E-01  -4.846947E+00  5.850426E+00  4.277174E-01  1.032120E+01  4.765494E+00  6.789641E+00  3.378702E-02  3.459822E+00  1.178370E+00  1.440518E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.306672E+01  9.349040E+00  6.112975E-02  3.279585E-02  9.375247E-01  8.065438E-02  9.000000E-01  2.975349E+02  3.308188E-01  4.501988E-01  1.480000E-01  3.015809E+00  2.212606E+00  1.278188E+00  4.916892E+00  5.615052E-01  1.184331E+00  4.926652E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  8.259253E+00  8.498272E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  6.920417E+00  3.405112E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
442   1.248280E+00  1.248280E+00  0.000000E+00  2.190000E-01  7.360000E-01  -4.846947E+00  5.331646E+00  4.675237E-01  1.293904E+01  1.588153E+00  6.789641E+00  3.378702E-02  3.459822E+00  7.721742E-01  1.440518E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.740039E+01  9.349040E+00  6.366505E-02  3.279585E-02  5.572054E-01  7.193080E-02  9.000000E-01  2.975349E+02  3.308188E-01  4.501988E-01  1.480000E-01  3.015809E+00  1.795975E+00  1.368073E+00  4.925983E+00  5.615052E-01  1.184331E+00  4.926652E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  8.259253E+00  8.498272E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  9.114385E+00  3.405112E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
443   1.955440E+00  1.955440E+00  0.000000E+00  2.190000E-01  7.360000E-01  -4.846947E+00  6.163352E+00  2.980904E-01  1.076148E+01  1.588153E+00  6.789641E+00  3.378702E-02  3.459822E+00  7.721742E-01  1.235376E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.915009E+01  9.649458E+00  6.366505E-02  3.279585E-02  7.016019E-01  7.193080E-02  9.000000E-01  2.565349E+02  5.544079E-01  4.501988E-01  1.480000E-01  3.015809E+00  2.212606E+00  1.278188E+00  4.916892E+00  5.615052E-01  1.184331E+00  4.926652E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  8.259253E+00  8.498272E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  2.792821E+00  4.482067E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
444   1.705580E+00  1.705580E+00  0.000000E+00  2.190000E-01  7.360000E-01  -4.846947E+00  6.163352E+00  2.980904E-01  1.293904E+01  1.588153E+00  6.789641E+00  3.378702E-02  3.459822E+00  5.413828E-01  1.440518E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.306672E+01  9.349040E+00  6.366505E-02  3.279585E-02  7.016019E-01  7.193080E-02  9.000000E-01  2.975349E+02  3.308188E-01  5.043831E-01  1.480000E-01  3.541294E+00  2.212606E+00  1.278188E+00  4.916892E+00  5.615052E-01  1.184331E+00  4.926652E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  4.895089E+00  9.132989E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  9.114385E+00  3.405112E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
445   7.783910E-01  7.783910E-01  0.000000E+00  2.190000E-01  7.360000E-01  -4.846947E+00  6.163352E+00  2.980904E-01  1.293904E+01  1.588153E+00  6.789641E+00  3.378702E-02  3.459822E+00  7.721742E-01  1.440518E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.306672E+01  9.349040E+00  6.366505E-02  3.279585E-02  7.016019E-01  4.481623E-02  9.000000E-01  2.975349E+02  3.710398E-01  4.501988E-01  1.480000E-01  3.015809E+00  2.828029E+00  1.365446E+00  4.916892E+00  7.027419E-01  1.298172E+00  4.926652E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  8.259253E+00  8.498272E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  9.114385E+00  4.952976E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
446   5.409840E-01  5.409840E-01  0.000000E+00  2.190000E-01  7.360000E-01  -4.846947E+00  5.437573E+00  2.980904E-01  1.293904E+01  1.588153E+00  6.789641E+00  3.378702E-02  3.459822E+00  7.721742E-01  1.440518E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.306672E+01  9.349040E+00  6.366505E-02  3.279585E-02  7.016019E-01  7.193080E-02  9.000000E-01  2.975349E+02  3.308188E-01  4.501988E-01  1.480000E-01  3.015809E+00  1.818931E+00  1.483010E+00  4.916892E+00  5.615052E-01  1.184331E+00  4.507338E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  8.259253E+00  3.880502E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  9.114385E+00  3.405112E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
447   5.414350E-01  5.414350E-01  0.000000E+00  2.190000E-01  7.360000E-01  -4.846947E+00  5.437573E+00  2.996304E-01  1.344181E+01  1.588153E+00  6.789641E+00  3.378702E-02  3.459822E+00  7.721742E-01  1.440518E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.306672E+01  9.349040E+00  6.366505E-02  3.279585E-02  9.787880E-01  7.193080E-02  9.000000E-01  2.975349E+02  3.308188E-01  5.250732E-01  1.480000E-01  3.015809E+00  1.818931E+00  1.483010E+00  4.916892E+00  5.615052E-01  1.184331E+00  4.507338E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  8.259253E+00  1.063616E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  6.553085E+00  3.405112E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
448   5.484220E-01  5.484220E-01  0.000000E+00  2.190000E-01  7.360000E-01  -4.846947E+00  5.437573E+00  2.980904E-01  1.293904E+01  1.588153E+00  6.789641E+00  3.378702E-02  3.459822E+00  7.721742E-01  1.440518E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.306672E+01  9.349040E+00  5.918601E-02  3.279585E-02  7.016019E-01  7.193080E-02  9.000000E-01  2.975349E+02  3.308188E-01  4.501988E-01  1.480000E-01  3.015809E+00  1.818931E+00  1.322803E+00  4.916892E+00  5.615052E-01  1.283048E+00  4.507338E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  8.259253E+00  4.944622E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  9.114385E+00  3.405112E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
449   6.587910E-01  6.587910E-01  0.000000E+00  2.190000E-01  7.360000E-01  -4.846947E+00  5.437573E+00  2.980904E-01  1.293904E+01  1.588153E+00  6.789641E+00  3.378702E-02  3.459822E+00  7.721742E-01  1.440518E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.700033E+01  9.349040E+00  6.366505E-02  3.279585E-02  7.016019E-01  7.193080E-02  9.000000E-01  2.975349E+02  2.941001E-01  4.501988E-01  1.480000E-01  3.015809E+00  1.818931E+00  1.273995E+00  4.916892E+00  5.615052E-01  1.184331E+00  4.507338E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  8.259253E+00  3.880502E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  9.114385E+00  3.405112E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
450   1.438230E+00  1.438230E+00  0.000000E+00  2.190000E-01  7.360000E-01  -4.454827E+00  5.437573E+00  5.051305E-01  1.293904E+01  1.588153E+00  6.789641E+00  3.378702E-02  3.459822E+00  7.721742E-01  1.440518E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.306672E+01  9.349040E+00  5.784460E-02  3.279585E-02  7.016019E-01  7.193080E-02  9.000000E-01  2.975349E+02  3.308188E-01  4.501988E-01  1.480000E-01  3.015809E+00  1.762331E+00  1.336001E+00  4.916892E+00  5.615052E-01  1.270923E+00  3.336904E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  8.259253E+00  3.880502E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  9.114385E+00  3.405112E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
451   1.886850E+00  1.886850E+00  0.000000E+00  2.190000E-01  7.360000E-01  -4.846947E+00  4.992813E+00  2.980904E-01  1.293904E+01  1.588153E+00  3.382504E+00  3.378702E-02  3.459822E+00  7.721742E-01  1.440518E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.306672E+01  9.246692E+00  6.366505E-02  3.279585E-02  7.016019E-01  7.193080E-02  9.000000E-01  2.975349E+02  3.254502E-01  3.844098E-01  1.480000E-01  5.857177E+00  1.818931E+00  1.191741E+00  4.916892E+00  5.615052E-01  1.184331E+00  4.507338E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  8.259253E+00  3.880502E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  9.452662E+00  3.405112E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
452   5.655590E-01  5.655590E-01  0.000000E+00  2.190000E-01  7.360000E-01  -4.846947E+00  5.437573E+00  2.980904E-01  1.293904E+01  6.320666E+00  6.789641E+00  3.378702E-02  3.459822E+00  7.721742E-01  1.440518E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  1.683724E+01  9.349040E+00  6.366505E-02  3.279585E-02  7.016019E-01  9.906625E-02  9.000000E-01  2.975349E+02  3.308188E-01  4.501988E-01  1.480000E-01  3.015809E+00  1.647673E+00  1.483010E+00  4.916892E+00  5.615052E-01  1.184331E+00  4.507338E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  8.259253E+00  3.880502E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  1.739793E+01  3.359706E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
453   7.567020E+00  7.567020E+00  0.000000E+00  2.190000E-01  7.360000E-01  -4.846947E+00  5.437573E+00  1.016536E-01  7.119488E+00  1.588153E+00  8.115181E+00  3.378702E-02  2.992428E+00  7.721742E-01  1.440518E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  1.978578E+01  9.349040E+00  6.366505E-02  1.329943E-02  7.016019E-01  7.193080E-02  9.000000E-01  2.975349E+02  3.308188E-01  4.501988E-01  1.480000E-01  3.015809E+00  1.818931E+00  1.483010E+00  4.934257E+00  5.615052E-01  1.184331E+00  3.218802E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  8.259253E+00  3.880502E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  9.114385E+00  3.405112E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
