time[d],date,hour,SURFACE_WATER,,,,,,,,ATMOSPHERE,,,,,,,,ATMOS_PRECIP,,,,,,,,,,,,,,,PONDED_WATER,,,,,,,,SOIL[0],,,,,,,,SOIL[1],,,,,,,,SOIL[2],,,,,,SNOW_LIQ,,,,,,SNOW,,,,,,CANOPY,,,,,CANOPY_SNOW,,,,
,,,Flush,Precipitation,Infiltration,Baseflow,Baseflow,cumulative,storage,error,Precipitation,Canopy Evaporation,Canopy Snow Evaporation,Soil Evaporation,Soil Evaporation,cumulative,storage,error,Precipitation,Precipitation,Precipitation,Precipitation,Precipitation,Precipitation,Precipitation,Precipitation,Precipitation,Precipitation,Precipitation,Precipitation,cumulative,storage,error,Infiltration,Infiltration,Precipitation,Snow Melt & Refreeze,Overflow,cumulative,storage,error,Soil Evaporation,Soil Evaporation,Precipitation,Infiltration,Capillary Rise,cumulative,storage,error,Capillary Rise,Percolation,Baseflow,Precipitation,Flush,cumulative,storage,error,Baseflow,Precipitation,Percolation,cumulative,storage,error,Snow Refreeze,Overflow,Precipitation,cumulative,storage,error,Snow Melt & Refreeze,Snow Refreeze,Precipitation,cumulative,storage,error,Canopy Evaporation,Precipitation,cumulative,storage,error,Canopy Snow Evaporation,Precipitation,cumulative,storage,error
529,2004-03-13,00:00:00.00,-354.152,0,354.152,141.233,150.092,291.325,0,291.325,0,5.15146,0.0930526,362.447,280.953,648.645,648.645,4.54747e-013,-0,-0,-0,-755.027,-0,-0,-0,-10.0129,-207.332,-5.15146,-0.0930526,0,-977.616,-977.616,0,-576.269,-354.152,755.027,171.211,4.18264,-4.72511e-013,0,-4.72511e-013,-362.447,-280.953,0,576.269,78.37,11.2389,21.2389,-10,-78.37,-144.505,-141.233,0,354.152,-9.95677,0.0432275,-10,-150.092,0,144.505,-5.58705,4.41295,-10,-5.83019,-4.18264,10.0129,8.84558e-005,8.84558e-005,7.71925e-016,-171.211,5.83019,207.332,41.951,41.951,6.39488e-014,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
530,2004-03-14,00:00:00.00,-354.152,0,354.152,141.233,150.288,291.521,0,291.521,0,5.15146,0.0930526,362.599,281.106,648.949,648.949,5.68434e-013,-0,-0,-0,-755.027,-0,-0,-0,-10.0129,-207.332,-5.15146,-0.0930526,0,-977.616,-977.616,0,-576.269,-354.152,755.027,171.211,4.18264,-4.72511e-013,0,-4.72511e-013,-362.599,-281.106,0,576.269,78.3726,10.9367,20.9367,-10,-78.3726,-144.546,-141.233,0,354.152,-10,0,-10,-150.288,0,144.546,-5.74238,4.25762,-10,-5.83028,-4.18264,10.0129,-1.77636e-015,0,-1.77636e-015,-171.211,5.83028,207.332,41.9511,41.9511,5.68434e-014,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
531,2004-03-15,00:00:00.00,-354.152,0,354.152,141.233,150.475,291.709,0,291.709,0,5.15146,0.0930526,362.772,281.266,649.283,649.283,5.68434e-013,-0,-0,-0,-755.027,-0,-0,-0,-10.0129,-209.763,-5.15146,-0.0930526,0,-980.047,-980.047,-6.82121e-013,-576.269,-354.152,755.027,171.211,4.18264,-4.72511e-013,0,-4.72511e-013,-362.772,-281.266,0,576.269,78.3726,10.6033,20.6033,-10,-78.3726,-144.546,-141.233,0,354.152,-10,0,-10,-150.475,0,144.546,-5.92973,4.07027,-10,-5.83028,-4.18264,10.0129,-1.77636e-015,0,-1.77636e-015,-171.211,5.83028,209.763,44.3823,44.3823,1.13687e-013,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
532,2004-03-16,00:00:00.00,-354.152,0,354.152,141.233,150.655,291.888,0,291.888,0,5.15146,0.0930526,362.881,281.37,649.496,649.496,5.68434e-013,-0,-0,-0,-755.027,-0,-0,-0,-10.0129,-209.763,-5.15146,-0.0930526,0,-980.047,-980.047,-6.82121e-013,-576.269,-354.152,755.027,171.211,4.18264,-4.72511e-013,0,-4.72511e-013,-362.881,-281.37,0,576.269,78.3726,10.3905,20.3905,-10,-78.3726,-144.546,-141.233,0,354.152,-10,0,-10,-150.655,0,144.546,-6.10883,3.89117,-10,-5.83028,-4.18264,10.0129,-1.77636e-015,0,-1.77636e-015,-171.211,5.83028,209.763,44.3823,44.3823,1.13687e-013,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
533,2004-03-17,00:00:00.00,-354.152,0,354.152,141.233,150.826,292.059,0,292.059,0,5.15146,0.0930526,362.95,281.437,649.632,649.632,4.54747e-013,-0,-0,-0,-755.027,-0,-0,-0,-10.0129,-211.407,-5.15146,-0.0930526,0,-981.691,-981.691,-6.82121e-013,-576.269,-354.152,755.027,171.211,4.18264,-4.72511e-013,0,-4.72511e-013,-362.95,-281.437,0,576.269,78.3726,10.2546,20.2546,-10,-78.3726,-144.546,-141.233,0,354.152,-10,0,-10,-150.826,0,144.546,-6.28005,3.71995,-10,-5.83028,-4.18264,10.0129,-1.77636e-015,0,-1.77636e-015,-171.211,5.83028,211.407,46.0259,46.0259,1.56319e-013,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
534,2004-03-18,00:00:00.00,-354.152,0,354.152,141.233,150.989,292.223,0,292.223,0,5.15146,0.0930526,363.043,281.527,649.814,649.814,7.95808e-013,-0,-0,-0,-755.027,-0,-0,-0,-10.0129,-212.109,-5.15146,-0.0930526,0,-982.394,-982.394,-4.54747e-013,-576.269,-354.152,755.027,171.211,4.18264,-4.72511e-013,0,-4.72511e-013,-363.043,-281.527,0,576.269,78.3726,10.0721,20.0721,-10,-78.3726,-144.546,-141.233,0,354.152,-10,0,-10,-150.989,0,144.546,-6.44373,3.55627,-10,-5.83028,-4.18264,10.0129,-1.77636e-015,0,-1.77636e-015,-171.211,5.83028,212.109,46.7287,46.7287,7.10543e-014,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
535,2004-03-19,00:00:00.00,-354.152,0,354.152,141.233,151.146,292.379,0,292.379,0,5.15146,0.0930526,363.158,281.637,650.039,650.039,7.95808e-013,-0,-0,-0,-755.027,-0,-0,-0,-10.0129,-212.109,-5.15146,-0.0930526,0,-982.394,-982.394,-4.54747e-013,-576.269,-354.152,755.027,171.211,4.18264,-4.72511e-013,0,-4.72511e-013,-363.158,-281.637,0,576.269,78.3726,9.84671,19.8467,-10,-78.3726,-144.546,-141.233,0,354.152,-10,0,-10,-151.146,0,144.546,-6.60021,3.39979,-10,-5.83028,-4.18264,10.0129,-1.77636e-015,0,-1.77636e-015,-171.211,5.83028,212.109,46.7287,46.7287,7.10543e-014,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
536,2004-03-20,00:00:00.00,-354.152,0,354.152,141.233,151.296,292.529,0,292.529,0,5.15146,0.0930526,363.306,281.779,650.33,650.33,6.82121e-013,-0,-0,-0,-755.027,-0,-0,-0,-10.0129,-212.386,-5.15146,-0.0930526,0,-982.671,-982.671,-7.95808e-013,-576.269,-354.152,755.027,171.211,4.18264,-4.72511e-013,0,-4.72511e-013,-363.306,-281.779,0,576.269,78.3726,9.55652,19.5565,-10,-78.3726,-144.546,-141.233,0,354.152,-10,0,-10,-151.296,0,144.546,-6.74981,3.25019,-10,-5.83028,-4.18264,10.0129,-1.77636e-015,0,-1.77636e-015,-171.211,5.83028,212.386,47.0057,47.0057,8.52651e-014,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
537,2004-03-21,00:00:00.00,-361.942,0,361.942,142.543,151.497,294.04,0,294.04,0,5.15146,0.0930526,363.516,281.987,650.747,650.747,7.95808e-013,-0,-0,-0,-760.631,-0,-0,-0,-12.1957,-212.386,-5.15146,-0.0930526,0,-990.458,-990.458,-6.82121e-013,-580.58,-361.942,760.631,177.417,4.47449,1.38556e-013,-6.31505e-018,1.38562e-013,-363.516,-281.987,0,580.58,78.7599,13.8372,23.8372,-10,-78.7599,-145.874,-142.543,0,361.942,-5.23439,4.76561,-10,-151.497,0,145.874,-5.62343,4.37657,-10,-5.83028,-4.47449,12.1957,1.89092,1.89092,1.55431e-015,-177.417,5.83028,212.386,40.8001,40.8001,6.39488e-014,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
538,2004-03-22,00:00:00.00,-361.942,0,361.942,142.895,151.748,294.643,0,294.643,0,5.15146,0.0930526,363.657,282.127,651.029,651.029,4.54747e-013,-0,-0,-0,-760.631,-0,-0,-0,-12.1957,-212.449,-5.15146,-0.0930526,0,-990.521,-990.521,-6.82121e-013,-580.58,-361.942,760.631,177.417,4.47449,1.38556e-013,2.19933e-034,1.38556e-013,-363.657,-282.127,0,580.58,79.1001,13.8958,23.8958,-10,-79.1001,-147.201,-142.895,0,361.942,-7.25445,2.74555,-10,-151.748,0,147.201,-4.5466,5.4534,-10,-7.70334,-4.47449,12.1957,0.0178598,0.0178598,2.7027e-015,-177.417,7.70334,212.449,42.736,42.736,9.9476e-014,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
539,2004-03-23,00:00:00.00,-361.942,0,361.942,142.948,152.046,294.995,0,294.995,0,5.15146,0.0930526,363.782,282.251,651.278,651.278,3.41061e-013,-0,-0,-0,-760.631,-0,-0,-0,-12.1957,-212.763,-5.15146,-0.0930526,0,-990.835,-990.835,-7.95808e-013,-580.58,-361.942,760.631,177.417,4.47449,1.38556e-013,-1.56487e-050,1.38556e-013,-363.782,-282.251,0,580.58,79.4344,13.9816,23.9816,-10,-79.4344,-148.529,-142.948,0,361.942,-8.97005,1.02995,-10,-152.046,0,148.529,-3.51716,6.48284,-10,-7.7212,-4.47449,12.1957,3.55271e-015,0,3.55271e-015,-177.417,7.7212,212.763,43.0678,43.0678,8.52651e-014,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
540,2004-03-24,00:00:00.00,-361.942,0,361.942,142.949,152.359,295.308,0,295.308,0,5.15146,0.0930526,363.951,282.402,651.598,651.598,4.54747e-013,-0,-0,-0,-760.631,-0,-0,-0,-12.1957,-214.488,-5.15146,-0.0930526,0,-992.559,-992.559,-1.13687e-012,-580.58,-361.942,760.631,177.417,4.47449,1.38556e-013,0,1.38556e-013,-363.951,-282.402,0,580.58,79.7638,13.9908,23.9908,-10,-79.7638,-149.155,-142.949,0,361.942,-9.92605,0.073951,-10,-152.359,0,149.155,-3.20397,6.79603,-10,-7.7212,-4.47449,12.1957,3.55271e-015,0,3.55271e-015,-177.417,7.7212,214.488,44.7926,44.7926,1.27898e-013,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
541,2004-03-25,00:00:00.00,-367.923,0,367.923,143.707,152.717,296.424,0,296.424,0,5.15146,0.0930526,365.003,283.448,653.696,653.696,5.68434e-013,-0,-0,-0,-762.487,-0,-0,-0,-13.1308,-214.488,-5.15146,-0.0930526,0,-995.35,-995.35,-4.54747e-013,-582.41,-367.923,762.487,183.179,4.66662,-3.01092e-013,-9.64222e-018,-3.01083e-013,-365.003,-283.448,0,582.41,80.1386,14.0968,24.0968,-10,-80.1386,-150.5,-143.707,0,367.923,-6.42289,3.57711,-10,-152.717,0,150.5,-2.21715,7.78285,-10,-7.7212,-4.66662,13.1308,0.742935,0.742935,-2.9976e-015,-183.179,7.7212,214.488,39.0301,39.0301,8.52651e-014,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
542,2004-03-26,00:00:00.00,-380.076,0,380.076,156.509,153.123,309.632,0,309.632,0,5.15146,0.0930526,366.603,285.048,656.895,656.895,5.68434e-013,-0,-0,-0,-764.229,-0,-0,-0,-14.3379,-214.488,-5.15146,-0.0930526,0,-998.3,-998.3,-4.54747e-013,-583.779,-380.076,764.229,194.399,5.2262,-1.39444e-013,1.147e-017,-1.39455e-013,-366.603,-285.048,0,583.779,80.5515,12.6799,22.6799,-10,-80.5515,-151.938,-156.509,0,380.076,-8.92297,1.07703,-10,-153.123,0,151.938,-1.18541,8.81459,-10,-7.7212,-5.2262,14.3379,1.39051,1.39051,-3.33067e-015,-194.399,7.7212,214.488,27.8101,27.8101,1.45661e-013,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
543,2004-03-27,00:00:00.00,-402.179,0,402.179,173.543,153.575,327.118,0,327.118,0,5.15146,0.0930526,367.839,286.283,659.367,659.367,4.54747e-013,-0,-0,-0,-776.644,-0,-0,-0,-14.3379,-214.488,-5.15146,-0.0930526,0,-1010.71,-1010.71,-2.27374e-013,-588.446,-402.179,776.644,208.07,5.90976,4.52971e-014,-5.42854e-018,4.53025e-014,-367.839,-286.283,0,588.446,80.8978,15.2213,25.2213,-10,-80.8978,-153.384,-173.543,0,402.179,-5.64627,4.35373,-10,-153.575,0,153.384,-0.190894,9.80911,-10,-7.7212,-5.90976,14.3379,0.706951,0.706951,-3.21965e-015,-208.07,7.7212,214.488,14.139,14.139,1.49214e-013,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
544,2004-03-28,00:00:00.00,-412.412,0,412.412,182.345,154.07,336.415,0,336.415,0,5.15146,0.0930526,368.965,287.411,661.621,661.621,6.82121e-013,-0,-0,-0,-776.644,-0,-0,-0,-14.3379,-214.488,-5.15146,-0.0930526,0,-1010.71,-1010.71,-2.27374e-013,-588.657,-412.412,776.644,218.018,6.40712,2.84217e-013,0,2.84217e-013,-368.965,-287.411,0,588.657,81.2976,13.5788,23.5788,-10,-81.2976,-154.83,-182.345,0,412.412,-6.06091,3.93909,-10,-154.07,0,154.83,0.759859,10.7599,-10,-7.7212,-6.40712,14.3379,0.209586,0.209586,-2.94209e-015,-218.018,7.7212,214.488,4.19172,4.19172,1.40332e-013,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
545,2004-03-29,00:00:00.00,-414.569,0,414.569,183.391,154.603,337.994,0,337.994,0,5.15146,0.0930526,370.694,289.143,665.081,665.081,4.54747e-013,-0,-0,-0,-776.644,-0,-0,-0,-14.3379,-214.488,-5.15146,-0.0930526,0,-1010.71,-1010.71,-2.27374e-013,-588.741,-414.569,776.644,220.152,6.51385,1.89182e-013,0,1.89182e-013,-370.694,-289.143,0,588.741,81.768,10.6725,20.6725,-10,-81.768,-156.192,-183.391,0,414.569,-6.78176,3.21824,-10,-154.603,0,156.192,1.58895,11.589,-10,-7.7212,-6.51385,14.3379,0.102857,0.102857,-1.30451e-015,-220.152,7.7212,214.488,2.05715,2.05715,1.65645e-013,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
546,2004-03-30,00:00:00.00,-419.636,0,419.636,186.668,155.173,341.84,0,341.84,0,5.15146,0.0930526,373.137,291.589,669.971,669.971,9.09495e-013,-0,-0,-0,-782.269,-0,-0,-0,-14.3379,-214.488,-5.15146,-0.0930526,0,-1016.34,-1016.34,-7.95808e-013,-589.58,-419.636,782.269,220.42,6.52726,8.88178e-014,0,8.88178e-014,-373.137,-291.589,0,589.58,82.304,7.15722,17.1572,-10,-82.304,-157.547,-186.668,0,419.636,-6.88179,3.11821,-10,-155.173,0,157.547,2.3739,12.3739,-10,-7.7212,-6.52726,14.3379,0.0894443,0.0894443,-1.38778e-015,-220.42,7.7212,214.488,1.78889,1.78889,1.28786e-013,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
547,2004-03-31,00:00:00.00,-432.757,0,432.757,193.41,155.781,349.191,0,349.191,0,5.15146,0.0930526,374.261,292.716,672.222,672.222,5.68434e-013,-0,-0,-0,-805.78,-0,-0,-0,-14.3379,-214.488,-5.15146,-0.0930526,0,-1039.85,-1039.85,-4.54747e-013,-600.165,-432.757,805.78,220.606,6.53652,-2.52243e-013,-3.09952e-017,-2.52212e-013,-374.261,-292.716,0,600.165,82.6352,15.8232,25.8232,-10,-82.6352,-158.993,-193.41,0,432.757,-2.28105,7.71895,-10,-155.781,0,158.993,3.2118,13.2118,-10,-7.7212,-6.53652,14.3379,0.0801837,0.0801837,-1.85962e-015,-220.606,7.7212,214.488,1.60367,1.60367,1.4766e-013,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
548,2004-04-01,00:00:00.00,-434.364,0,434.364,195.247,156.426,351.673,0,351.673,0,5.15146,0.0930526,375.27,293.728,674.242,674.242,7.95808e-013,-0,-0,-0,-807.635,-0,-0,-0,-14.3379,-214.488,-5.15146,-0.0930526,0,-1041.71,-1041.71,-4.54747e-013,-600.545,-434.364,807.635,220.732,6.54284,-2.64677e-013,0,-2.64677e-013,-375.27,-293.728,0,600.545,83.0087,14.5562,24.5562,-10,-83.0087,-160.439,-195.247,0,434.364,-4.33006,5.66994,-10,-156.426,0,160.439,4.01282,14.0128,-10,-7.7212,-6.54284,14.3379,0.0738661,0.0738661,-2.67841e-015,-220.732,7.7212,214.488,1.47732,1.47732,1.45439e-013,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
549,2004-04-02,00:00:00.00,-436.363,0,436.363,196.376,157.106,353.483,0,353.483,0,5.15146,0.0930526,376.358,294.818,676.42,676.42,5.68434e-013,-0,-0,-0,-810.132,-0,-0,-0,-14.3379,-214.488,-5.15146,-0.0930526,0,-1044.2,-1044.2,-6.82121e-013,-601.137,-436.363,810.132,220.821,6.54731,-2.22045e-013,0,-2.22045e-013,-376.358,-294.818,0,601.137,83.4159,13.3778,23.3778,-10,-83.4159,-161.885,-196.376,0,436.363,-5.31354,4.68646,-10,-157.106,0,161.885,4.7786,14.7786,-10,-7.7212,-6.54731,14.3379,0.069397,0.069397,-2.45637e-015,-220.821,7.7212,214.488,1.38794,1.38794,1.49658e-013,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
550,2004-04-03,00:00:00.00,-436.89,0,436.89,196.813,157.82,354.633,0,354.633,0,5.15146,0.0930526,377.412,295.874,678.531,678.531,5.68434e-013,-0,-0,-0,-810.647,-0,-0,-0,-14.3379,-214.488,-5.15146,-0.0930526,0,-1044.72,-1044.72,-6.82121e-013,-601.301,-436.89,810.647,220.989,6.55568,-3.8991e-013,0,-3.8991e-013,-377.412,-295.874,0,601.301,83.8697,11.8848,21.8848,-10,-83.8697,-163.331,-196.813,0,436.89,-7.12327,2.87673,-10,-157.82,0,163.331,5.51069,15.5107,-10,-7.7212,-6.55568,14.3379,0.0610267,0.0610267,-2.23432e-015,-220.989,7.7212,214.488,1.22053,1.22053,1.04805e-013,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
551,2004-04-04,00:00:00.00,-437.955,0,437.955,197.04,158.566,355.606,0,355.606,0,5.15146,0.0930526,379.736,298.198,683.178,683.178,6.82121e-013,-0,-0,-0,-811.892,-0,-0,-0,-14.3379,-214.488,-5.15146,-0.0930526,0,-1045.96,-1045.96,-2.27374e-013,-601.643,-437.955,811.892,221.143,6.56341,-1.15463e-013,0,-1.15463e-013,-379.736,-298.198,0,601.643,84.4004,8.10946,18.1095,-10,-84.4004,-164.771,-197.04,0,437.955,-8.25617,1.74383,-10,-158.566,0,164.771,6.20524,16.2052,-10,-7.7212,-6.56341,14.3379,0.0533006,0.0533006,-2.67841e-015,-221.143,7.7212,214.488,1.06601,1.06601,1.16795e-013,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
552,2004-04-05,00:00:00.00,-437.955,0,437.955,197.062,159.325,356.387,0,356.387,0,5.15146,0.0930526,380.048,298.51,683.802,683.802,6.82121e-013,-0,-0,-0,-811.892,-0,-0,-0,-14.3379,-215.131,-5.15146,-0.0930526,0,-1046.61,-1046.61,-4.54747e-013,-601.643,-437.955,811.892,221.143,6.56341,-1.15463e-013,0,-1.15463e-013,-380.048,-298.51,0,601.643,84.9803,8.06571,18.0657,-10,-84.9803,-165.823,-197.062,0,437.955,-9.90984,0.0901637,-10,-159.325,0,165.823,6.49762,16.4976,-10,-7.77283,-6.56341,14.3379,0.00166711,0.00166711,-6.21898e-016,-221.143,7.77283,215.131,1.76059,1.76059,1.01918e-013,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
553,2004-04-06,00:00:00.00,-437.955,0,437.955,197.067,160.052,357.12,0,357.12,0,5.15146,0.0930526,380.646,299.107,684.998,684.998,6.82121e-013,-0,-0,-0,-811.892,-0,-0,-0,-14.3379,-215.131,-5.15146,-0.0930526,0,-1046.61,-1046.61,-4.54747e-013,-601.643,-437.955,811.892,221.143,6.56341,-1.15463e-013,0,-1.15463e-013,-380.646,-299.107,0,601.643,84.9889,6.87885,16.8788,-10,-84.9889,-165.849,-197.067,0,437.955,-9.95049,0.0495114,-10,-160.052,0,165.849,5.79717,15.7972,-10,-7.7745,-6.56341,14.3379,0,0,0,-221.143,7.7745,215.131,1.76225,1.76225,1.03251e-013,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
554,2004-04-07,00:00:00.00,-437.958,0,437.958,197.068,160.749,357.816,0,357.816,0,5.15146,0.0930526,380.904,299.366,685.514,685.514,1.13687e-013,-0,-0,-0,-811.895,-0,-0,-0,-14.3384,-217.032,-5.15146,-0.0930526,0,-1048.51,-1048.51,-6.82121e-013,-601.644,-437.958,811.895,221.143,6.56341,-1.15463e-013,0,-1.15463e-013,-380.904,-299.366,0,601.644,85.0012,6.37571,16.3757,-10,-85.0012,-165.876,-197.068,0,437.958,-9.98731,0.0126889,-10,-160.749,0,165.876,5.12755,15.1275,-10,-7.7745,-6.56341,14.3384,0.000474662,0.000474662,3.30682e-018,-221.143,7.7745,217.032,3.66355,3.66355,9.14824e-014,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
555,2004-04-08,00:00:00.00,-439.599,0,439.599,197.073,161.455,358.529,0,358.529,0,5.15146,0.0930526,382.784,301.25,689.279,689.279,4.54747e-013,-0,-0,-0,-811.895,-0,-0,-0,-14.3384,-217.032,-5.15146,-0.0930526,0,-1048.51,-1048.51,-6.82121e-013,-602.625,-439.599,811.895,223.765,6.56341,-3.42837e-013,0,-3.42837e-013,-382.784,-301.25,0,602.625,85.6632,4.25385,14.2538,-10,-85.6632,-166.812,-197.073,0,439.599,-9.94954,0.0504568,-10,-161.455,0,166.812,5.35676,15.3568,-10,-7.7745,-6.56341,14.3384,0.000474662,0.000474662,3.30682e-018,-223.765,7.7745,217.032,1.04156,1.04156,2.62013e-014,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
556,2004-04-09,00:00:00.00,-439.705,0,439.705,197.098,162.132,359.23,0,359.23,0,5.15146,0.0930526,385.164,303.626,694.035,694.035,4.54747e-013,-0,-0,-0,-811.895,-0,-0,-0,-14.3384,-217.032,-5.15146,-0.0930526,0,-1048.51,-1048.51,-6.82121e-013,-602.682,-439.705,811.895,223.928,6.56341,-2.85993e-013,0,-2.85993e-013,-385.164,-303.626,0,602.682,85.6744,-0.43402,9.56598,-10,-85.6744,-166.839,-197.098,0,439.705,-9.90626,0.0937372,-10,-162.132,0,166.839,4.70651,14.7065,-10,-7.7745,-6.56341,14.3384,0.000474662,0.000474662,3.30682e-018,-223.928,7.7745,217.032,0.879213,0.879213,5.06262e-014,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
557,2004-04-10,00:00:00.00,-439.774,0,439.774,197.125,162.781,359.906,0,359.906,0,5.15146,0.0930526,387.237,305.647,698.129,698.129,4.54747e-013,-0,-0,-0,-811.895,-0,-0,-0,-14.3384,-217.032,-5.15146,-0.0930526,0,-1048.51,-1048.51,-6.82121e-013,-602.723,-439.774,811.895,224.039,6.56341,-2.00728e-013,0,-2.00728e-013,-387.237,-305.647,0,602.723,85.6858,-4.47512,5.52488,-10,-85.6858,-166.866,-197.125,0,439.774,-9.90211,0.0978873,-10,-162.781,0,166.866,4.08488,14.0849,-10,-7.7745,-6.56341,14.3384,0.000474662,0.000474662,3.30682e-018,-224.039,7.7745,217.032,0.767937,0.767937,5.40679e-014,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
558,2004-04-11,00:00:00.00,-439.825,0,439.825,197.146,163.402,360.548,0,360.548,0,5.15146,0.0930526,388.896,307.094,701.234,701.234,3.41061e-013,-0,-0,-0,-811.895,-0,-0,-0,-14.3384,-217.032,-5.15146,-0.0930526,0,-1048.51,-1048.51,-6.82121e-013,-602.758,-439.825,811.895,224.125,6.56341,-2.00728e-013,0,-2.00728e-013,-388.896,-307.094,0,602.758,85.698,-7.53335,2.46665,-10,-85.698,-166.892,-197.146,0,439.825,-9.9111,0.0889032,-10,-163.402,0,166.892,3.4906,13.4906,-10,-7.7745,-6.56341,14.3384,0.000474662,0.000474662,3.30682e-018,-224.125,7.7745,217.032,0.682177,0.682177,3.4972e-014,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
559,2004-04-12,00:00:00.00,-439.868,0,439.868,197.161,163.996,361.158,0,361.158,0,5.15146,0.0930526,389.825,307.658,702.728,702.728,4.54747e-013,-0,-0,-0,-811.895,-0,-0,-0,-14.3384,-217.032,-5.15146,-0.0930526,0,-1048.51,-1048.51,-6.82121e-013,-602.79,-439.868,811.895,224.199,6.56341,-5.13367e-013,0,-5.13367e-013,-389.825,-307.658,0,602.79,85.7108,-8.98272,1.01728,-10,-85.7108,-166.919,-197.161,0,439.868,-9.92278,0.0772161,-10,-163.996,0,166.919,2.92247,12.9225,-10,-7.7745,-6.56341,14.3384,0.000474662,0.000474662,3.30682e-018,-224.199,7.7745,217.032,0.607584,0.607584,1.01252e-013,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
560,2004-04-13,00:00:00.00,-440.071,0,440.071,197.185,164.566,361.751,0,361.751,0,5.15146,0.0930526,390.735,308.193,704.173,704.173,6.82121e-013,-0,-0,-0,-812.967,-0,-0,-0,-14.3518,-217.032,-5.15146,-0.0930526,0,-1049.6,-1049.6,-2.27374e-013,-603.802,-440.071,812.967,224.343,6.56341,-4.84945e-013,2.45091e-018,-4.84948e-013,-390.735,-308.193,0,603.802,85.8478,-9.27855,0.721446,-10,-85.8478,-166.946,-197.185,0,440.071,-9.90767,0.0923312,-10,-164.566,0,166.946,2.38024,12.3802,-10,-7.7745,-6.56341,14.3518,0.0138816,0.0138816,5.86337e-016,-224.343,7.7745,217.032,0.464186,0.464186,5.83977e-014,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
561,2004-04-14,00:00:00.00,-440.626,0,440.626,197.209,165.113,362.322,0,362.322,0,5.15146,0.0930526,391.495,308.948,705.687,705.687,6.82121e-013,-0,-0,-0,-817.854,-0,-0,-0,-14.3518,-217.032,-5.15146,-0.0930526,0,-1054.48,-1054.48,0,-608.204,-440.626,817.854,224.412,6.56341,-4.84945e-013,4.65803e-017,-4.84992e-013,-391.495,-308.948,0,608.204,86.3006,-5.9385,4.0615,-10,-86.3006,-166.99,-197.209,0,440.626,-9.87409,0.125907,-10,-165.113,0,166.99,1.8776,11.8776,-10,-7.7745,-6.56341,14.3518,0.0138816,0.0138816,5.86337e-016,-224.412,7.7745,217.032,0.39463,0.39463,5.98965e-014,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
